input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave
T1269v1TS450_4o__T1269v1TS014_5o	0.002	0.0	0.0	0.0	0.06	0.002
T1269v1TS450_5o__T1269v1TS267_4o	0.0	0.0	0.0	0.0	0.0	0.003
T1270TS014_1o__T1270TS261_3o	0.02	0.023	0.023	0.007	0.377	0.01
T1270TS015_6o__T1270TS022_2o	0.118	0.072	0.072	0.099	0.643	0.079
T1270TS022_3o__T1270TS022_1o	0.705	0.835	0.835	0.735	0.763	0.705
T1270TS022_3o__T1270TS163_3o	0.114	0.112	0.112	0.124	0.584	0.066
T1270TS022_3o__T1270TS393_2o	0.45	0.433	0.433	0.559	0.657	0.36
T1270TS022_4o__T1270TS475_4o	0.454	0.41	0.41	0.538	0.662	0.231
T1270TS022_5o__T1270TS014_3o	0.082	0.065	0.124	0.027	0.351	0.024
T1270TS028_3o__T1270TS164_1o	0.122	0.081	0.081	0.105	0.735	0.069
T1270TS028_5o__T1270TS264_5o	0.049	0.046	0.046	0.028	0.579	0.026
T1270TS040_1o__T1270TS015_2o	0.112	0.086	0.086	0.107	0.589	0.058
T1270TS040_1o__T1270TS298_2o	0.197	0.143	0.143	0.202	0.513	0.094
T1270TS040_3o__T1270TS311_2o	0.575	0.501	0.501	0.565	0.461	0.241
T1270TS040_5o__T1270TS014_4o	0.076	0.099	0.099	0.038	0.52	0.017
T1270TS051_6o__T1270TS196_4o	0.069	0.072	0.072	0.064	0.633	0.035
T1270TS051_6o__T1270TS301_3o	0.476	0.404	0.404	0.518	0.728	0.336
T1270TS059_4o__T1270TS393_4o	0.041	0.035	0.035	0.018	0.415	0.02
T1270TS059_6o__T1270TS304_4o	0.632	0.745	0.745	0.723	0.664	0.335
T1270TS075_1o__T1270TS312_5o	0.619	0.755	0.755	0.706	0.683	0.581
T1270TS075_2o__T1270TS208_4o	0.429	0.328	0.328	0.438	0.761	0.375
T1270TS075_3o__T1270TS028_3o	0.539	0.649	0.649	0.69	0.635	0.293
T1270TS075_5o__T1270TS262_3o	0.068	0.074	0.074	0.029	0.528	0.022
T1270TS079_5o__T1270TS267_2o	0.62	0.569	0.569	0.653	0.786	0.296
T1270TS117_1o__T1270TS221_4o	0.076	0.089	0.089	0.088	0.64	0.057
T1270TS117_5o__T1270TS293_3o	0.043	0.03	0.03	0.006	0.392	0.018
T1270TS122_1o__T1270TS241_5o	0.527	0.445	0.445	0.577	0.709	0.26
T1270TS145_2o__T1270TS267_4o	0.606	0.583	0.583	0.669	0.892	0.383
T1270TS164_1o__T1270TS369_4o	0.039	0.029	0.029	0.016	0.271	0.042
T1270TS164_5o__T1270TS423_2o	0.01	0.019	0.019	0.005	0.252	0.012
T1270TS167_3o__T1270TS059_6o	0.05	0.034	0.034	0.0	0.461	0.014
T1270TS167_5o__T1270TS051_1o	0.028	0.023	0.023	0.0	0.397	0.015
T1270TS171_5o__T1270TS345_5o	0.754	0.469	0.469	0.55	0.656	0.418
T1270TS196_2o__T1270TS293_2o	0.155	0.139	0.139	0.157	0.746	0.111
T1270TS196_5o__T1270TS059_2o	0.1	0.093	0.093	0.117	0.735	0.042
T1270TS198_4o__T1270TS286_5o	0.023	0.037	0.037	0.017	0.636	0.01
T1270TS198_5o__T1270TS393_4o	0.194	0.125	0.125	0.193	0.699	0.129
T1270TS208_2o__T1270TS369_4o	0.026	0.024	0.024	0.012	0.3	0.051
T1270TS219_3o__T1270TS241_1o	0.237	0.244	0.244	0.146	0.467	0.096
T1270TS221_3o__T1270TS148_3o	0.152	0.127	0.127	0.152	0.57	0.083
T1270TS241_3o__T1270TS075_2o	0.712	0.802	0.802	0.701	0.74	0.659
T1270TS241_4o__T1270TS145_1o	0.455	0.397	0.397	0.517	0.618	0.366
T1270TS261_2o__T1270TS331_5o	0.372	0.401	0.401	0.406	0.453	0.191
T1270TS261_4o__T1270TS110_1o	0.056	0.053	0.053	0.049	0.363	0.038
T1270TS261_4o__T1270TS219_5o	0.018	0.03	0.03	0.014	0.307	0.023
T1270TS262_1o__T1270TS290_1o	0.085	0.129	0.129	0.065	0.546	0.05
T1270TS262_1o__T1270TS423_4o	0.08	0.134	0.134	0.064	0.506	0.027
T1270TS262_2o__T1270TS204_3o	0.053	0.075	0.075	0.029	0.645	0.068
T1270TS264_1o__T1270TS079_2o	0.656	0.807	0.807	0.732	0.748	0.62
T1270TS267_5o__T1270TS171_2o	0.193	0.12	0.12	0.186	0.708	0.126
T1270TS274_1o__T1270TS311_4o	0.305	0.272	0.272	0.296	0.565	0.102
T1270TS284_1o__T1270TS319_5o	0.365	0.42	0.42	0.474	0.526	0.22
T1270TS284_5o__T1270TS171_1o	0.795	0.802	0.802	0.805	0.69	0.442
T1270TS286_1o__T1270TS208_4o	0.239	0.189	0.189	0.203	0.564	0.258
T1270TS286_5o__T1270TS059_5o	0.035	0.034	0.034	0.015	0.567	0.014
T1270TS287_1o__T1270TS419_2o	0.093	0.075	0.075	0.1	0.661	0.038
T1270TS287_5o__T1270TS264_5o	0.503	0.409	0.409	0.516	0.604	0.178
T1270TS294_2o__T1270TS052_2o	0.545	0.419	0.419	0.534	0.708	0.38
T1270TS294_2o__T1270TS147_4o	0.067	0.09	0.09	0.036	0.494	0.02
T1270TS294_3o__T1270TS304_2o	0.592	0.551	0.551	0.557	0.585	0.231
T1270TS294_5o__T1270TS294_4o	0.544	0.416	0.416	0.522	0.675	0.198
T1270TS298_3o__T1270TS419_2o	0.156	0.119	0.119	0.142	0.804	0.076
T1270TS301_3o__T1270TS052_1o	0.717	0.823	0.823	0.721	0.775	0.613
T1270TS304_4o__T1270TS293_2o	0.52	0.455	0.455	0.59	0.699	0.202
T1270TS311_2o__T1270TS015_2o	0.136	0.133	0.133	0.147	0.712	0.128
T1270TS311_5o__T1270TS139_6o	0.464	0.555	0.555	0.551	0.583	0.225
T1270TS322_2o__T1270TS204_2o	0.108	0.058	0.058	0.049	0.272	0.034
T1270TS331_3o__T1270TS204_3o	0.066	0.088	0.088	0.031	0.679	0.075
T1270TS331_4o__T1270TS208_1o	0.679	0.714	0.714	0.651	0.674	0.53
T1270TS345_1o__T1270TS311_3o	0.507	0.445	0.445	0.569	0.65	0.181
T1270TS345_2o__T1270TS456_3o	0.513	0.41	0.41	0.539	0.633	0.319
T1270TS375_1o__T1270TS274_3o	0.288	0.288	0.288	0.311	0.625	0.151
T1270TS388_3o__T1270TS450_4o	0.015	0.012	0.012	0.0	0.447	0.011
T1270TS393_1o__T1270TS319_5o	0.402	0.457	0.457	0.511	0.553	0.235
T1270TS393_4o__T1270TS198_2o	0.578	0.738	0.738	0.702	0.66	0.544
T1270TS419_1o__T1270TS075_3o	0.676	0.811	0.811	0.695	0.783	0.615
T1270TS419_1o__T1270TS301_3o	0.676	0.811	0.811	0.695	0.783	0.615
T1270TS419_4o__T1270TS262_3o	0.072	0.071	0.071	0.03	0.463	0.024
T1270TS419_4o__T1270TS331_4o	0.488	0.444	0.444	0.56	0.57	0.155
T1270TS423_2o__T1270TS051_3o	0.204	0.13	0.13	0.21	0.816	0.125
T1270TS423_4o__T1270TS204_3o	0.082	0.101	0.101	0.039	0.63	0.022
T1270TS423_4o__T1270TS221_4o	0.179	0.142	0.142	0.181	0.603	0.084
T1270TS423_5o__T1270TS015_4o	0.112	0.078	0.078	0.094	0.511	0.079
T1270TS425_2o__T1270TS163_4o	0.05	0.082	0.082	0.033	0.432	0.025
T1270TS450_2o__T1270TS079_3o	0.033	0.041	0.041	0.024	0.346	0.016
T1270TS450_2o__T1270TS221_5o	0.034	0.041	0.041	0.023	0.381	0.017
T1270TS450_3o__T1270TS148_4o	0.05	0.033	0.033	0.0	0.417	0.013
T1270TS456_2o__T1270TS196_1o	0.176	0.248	0.248	0.16	0.656	0.062
T1270TS456_2o__T1270TS286_2o	0.146	0.211	0.211	0.136	0.617	0.077
T1270TS456_3o__T1270TS191_3o	0.076	0.104	0.104	0.079	0.314	0.053
T1270TS456_5o__T1270TS264_1o	0.759	0.295	0.867	0.409	0.308	0.371
T1270TS462_1o__T1270TS272_5o	0.0	0.0	0.0	0.0	0.091	0.005
T1270TS462_5o__T1270TS163_2o	0.195	0.144	0.144	0.217	0.579	0.092
T1270TS462_6o__T1270TS287_1o	0.564	0.653	0.653	0.634	0.578	0.308
T1270TS465_5o__T1270TS304_1o	0.113	0.095	0.095	0.038	0.583	0.032
T1270TS475_1o__T1270TS015_4o	0.107	0.097	0.097	0.109	0.516	0.059
T1270TS475_2o__T1270TS450_3o	0.034	0.033	0.033	0.0	0.391	0.012
T1270TS489_1o__T1270TS051_1o	0.598	0.459	0.459	0.556	0.618	0.373
T1270TS489_3o__T1270TS163_2o	0.387	0.336	0.336	0.363	0.724	0.227
T1270TS489_5o__T1270TS264_3o	0.599	0.488	0.488	0.581	0.653	0.389
T1270TS494_5o__T1270TS284_4o	0.521	0.487	0.487	0.589	0.599	0.229
T1279TS015_3o__T1279TS051_3o	0.0	0.0	0.0	0.0	0.275	0.002
T1279TS015_4o__T1279TS110_3o	0.45	0.32	0.32	0.468	0.319	0.29
T1279TS015_5o__T1279TS456_5o	0.429	0.312	0.312	0.411	0.26	0.154
T1279TS022_2o__T1279TS419_5o	0.0	0.0	0.0	0.0	0.279	0.002
T1279TS022_4o__T1279TS241_5o	0.385	0.048	0.12	0.087	0.139	0.19
T1279TS022_5o__T1279TS419_1o	0.0	0.0	0.0	0.0	0.494	0.002
T1279TS028_1o__T1279TS304_1o	0.852	0.489	0.948	0.585	0.422	0.345
T1279TS028_1o__T1279TS331_5o	0.855	0.489	0.949	0.602	0.475	0.328
T1279TS028_2o__T1279TS147_3o	0.985	0.992	0.992	0.957	0.967	0.773
T1279TS052_2o__T1279TS465_3o	0.746	0.557	0.557	0.656	0.52	0.302
T1279TS052_3o__T1279TS022_4o	0.0	0.0	0.0	0.0	0.26	0.001
T1279TS052_4o__T1279TS022_2o	0.87	0.893	0.893	0.792	0.69	0.306
T1279TS110_5o__T1279TS294_2o	0.0	0.0	0.0	0.0	0.068	0.001
T1279TS110_5o__T1279TS294_3o	0.0	0.0	0.0	0.0	0.043	0.002
T1279TS110_5o__T1279TS345_1o	0.864	0.489	0.917	0.575	0.409	0.316
T1279TS147_1o__T1279TS028_3o	0.958	0.971	0.971	0.958	0.935	0.61
T1279TS147_3o__T1279TS110_3o	0.903	0.482	0.945	0.593	0.424	0.576
T1279TS147_3o__T1279TS294_3o	0.0	0.0	0.0	0.0	0.02	0.003
T1279TS147_3o__T1279TS450_4o	0.0	0.0	0.0	0.0	0.0	0.002
T1279TS163_1o__T1279TS319_1o	0.0	0.0	0.0	0.0	0.299	0.001
T1279TS163_1o__T1279TS319_5o	0.0	0.0	0.0	0.0	0.297	0.001
T1279TS163_1o__T1279TS465_1o	0.0	0.0	0.0	0.0	0.056	0.005
T1279TS163_4o__T1279TS022_4o	0.0	0.0	0.0	0.0	0.025	0.004
T1279TS163_5o__T1279TS110_3o	0.0	0.0	0.0	0.0	0.04	0.003
T1279TS163_5o__T1279TS261_2o	0.0	0.0	0.0	0.0	0.074	0.005
T1279TS164_1o__T1279TS164_2o	0.0	0.0	0.0	0.0	0.072	0.011
T1279TS164_1o__T1279TS331_1o	0.001	0.0	0.0	0.0	0.054	0.002
T1279TS164_2o__T1279TS456_5o	0.001	0.0	0.0	0.0	0.0	0.002
T1279TS164_3o__T1279TS110_4o	0.0	0.0	0.0	0.0	0.03	0.002
T1279TS164_4o__T1279TS331_5o	0.0	0.0	0.0	0.0	0.0	0.002
T1279TS241_3o__T1279TS465_3o	0.002	0.0	0.0	0.0	0.101	0.002
T1279TS261_5o__T1279TS304_3o	0.0	0.0	0.0	0.0	0.035	0.004
T1279TS286_2o__T1279TS241_5o	0.713	0.053	0.347	0.083	0.07	0.342
T1279TS304_3o__T1279TS294_4o	0.005	0.0	0.0	0.0	0.034	0.004
T1279TS304_4o__T1279TS419_5o	0.001	0.0	0.0	0.0	0.008	0.005
T1279TS319_5o__T1279TS051_1o	0.867	0.916	0.916	0.881	0.74	0.32
T1279TS319_5o__T1279TS261_3o	0.0	0.0	0.0	0.0	0.019	0.003
T1279TS331_1o__T1279TS241_2o	0.003	0.0	0.0	0.0	0.009	0.008
T1279TS331_2o__T1279TS028_4o	0.735	0.923	0.923	0.806	0.714	0.309
T1279TS331_2o__T1279TS163_3o	0.0	0.0	0.0	0.0	0.014	0.002
T1279TS345_2o__T1279TS022_5o	0.937	0.985	0.985	0.914	0.844	0.585
T1279TS345_2o__T1279TS241_2o	0.008	0.0	0.0	0.0	0.01	0.01
T1279TS345_4o__T1279TS294_4o	0.003	0.0	0.0	0.0	0.044	0.006
T1279TS419_3o__T1279TS261_3o	0.0	0.0	0.0	0.0	0.01	0.003
T1279TS419_3o__T1279TS419_5o	0.0	0.0	0.0	0.0	0.162	0.002
T1279TS450_1o__T1279TS241_3o	0.005	0.0	0.0	0.0	0.018	0.005
T1279TS450_1o__T1279TS425_2o	0.829	0.876	0.876	0.767	0.676	0.277
T1279TS450_5o__T1279TS110_2o	0.005	0.0	0.0	0.0	0.021	0.003
T1279TS450_5o__T1279TS345_4o	0.012	0.0	0.0	0.0	0.023	0.007
T1279TS456_1o__T1279TS022_1o	0.0	0.0	0.0	0.0	0.303	0.001
T1279TS456_1o__T1279TS294_2o	0.814	0.121	0.952	0.193	0.123	0.556
T1279TS456_3o__T1279TS052_1o	1.0	1.0	1.0	1.0	1.0	1.0
T1279TS456_3o__T1279TS164_3o	0.0	0.0	0.0	0.0	0.019	0.002
T1279TS456_4o__T1279TS294_5o	0.013	0.0	0.0	0.0	0.013	0.008
T1279TS462_2o__T1279TS465_3o	0.847	0.292	0.854	0.431	0.271	0.464
T1279TS462_3o__T1279TS319_5o	0.902	0.482	0.939	0.604	0.431	0.558
T1279TS462_3o__T1279TS419_1o	0.0	0.0	0.0	0.0	0.158	0.001
T1279TS462_3o__T1279TS462_6o	0.869	0.94	0.94	0.909	0.839	0.426
T1279TS465_1o__T1279TS163_4o	0.01	0.012	0.012	0.004	0.149	0.007
T1279TS465_1o__T1279TS425_5o	0.009	0.006	0.006	0.013	0.037	0.006
T1279TS465_2o__T1279TS425_1o	0.956	0.955	0.955	0.91	0.828	0.739
T1279TS465_3o__T1279TS261_5o	0.003	0.0	0.0	0.0	0.03	0.004
T1279TS465_5o__T1279TS015_5o	0.475	0.337	0.337	0.471	0.309	0.31
T1279TS465_5o__T1279TS261_4o	0.0	0.0	0.0	0.0	0.018	0.003
T1279TS465_5o__T1279TS286_1o	0.0	0.0	0.0	0.0	0.526	0.002
T1292TS014_2o__T1292TS040_1o	0.952	0.983	0.983	0.924	0.932	0.963
T1292TS015_2o__T1292TS075_5o	0.757	0.7	0.7	0.638	0.754	0.535
T1292TS015_6o__T1292TS022_1o	0.921	0.827	0.827	0.853	0.828	0.584
T1292TS015_6o__T1292TS052_5o	0.935	0.824	0.824	0.863	0.824	0.606
T1292TS022_2o__T1292TS262_5o	0.959	0.985	0.985	0.936	0.96	0.916
T1292TS022_3o__T1292TS388_1o	0.901	0.963	0.963	0.956	0.98	0.725
T1292TS022_4o__T1292TS388_2o	0.915	0.974	0.974	0.918	0.921	0.777
T1292TS040_4o__T1292TS145_1o	0.876	0.967	0.967	0.858	0.873	0.818
T1292TS040_4o__T1292TS196_3o	0.887	0.973	0.973	0.878	0.889	0.889
T1292TS052_1o__T1292TS262_5o	0.916	0.968	0.968	0.891	0.94	0.702
T1292TS052_4o__T1292TS284_5o	0.951	0.942	0.942	0.927	0.921	0.821
T1292TS059_1o__T1292TS147_4o	0.895	0.968	0.968	0.897	0.931	0.737
T1292TS059_2o__T1292TS148_2o	0.779	0.793	0.793	0.741	0.783	0.54
T1292TS075_3o__T1292TS014_2o	0.954	0.981	0.981	0.934	0.969	0.944
T1292TS075_4o__T1292TS301_1o	0.976	0.994	0.994	0.981	1.0	0.982
T1292TS079_3o__T1292TS294_5o	0.99	0.989	0.989	0.972	0.961	0.988
T1292TS091_1o__T1292TS163_1o	0.97	0.991	0.991	0.975	0.96	0.929
T1292TS091_1o__T1292TS298_5o	0.737	0.757	0.757	0.694	0.796	0.401
T1292TS110_1o__T1292TS298_5o	0.75	0.766	0.766	0.689	0.796	0.473
T1292TS110_5o__T1292TS028_2o	0.841	0.853	0.853	0.854	0.836	0.718
T1292TS114_5o__T1292TS208_2o	0.801	0.744	0.744	0.642	0.743	0.475
T1292TS122_2o__T1292TS345_4o	0.933	0.961	0.961	0.932	0.923	0.704
T1292TS139_1o__T1292TS091_4o	0.828	0.953	0.953	0.852	0.857	0.799
T1292TS139_2o__T1292TS369_2o	0.832	0.954	0.954	0.872	0.911	0.896
T1292TS139_4o__T1292TS145_3o	0.894	0.95	0.95	0.889	0.933	0.777
T1292TS139_4o__T1292TS304_4o	0.901	0.928	0.928	0.901	0.895	0.763
T1292TS139_6o__T1292TS456_5o	0.912	0.96	0.96	0.879	0.913	0.823
T1292TS147_4o__T1292TS114_2o	0.681	0.744	0.744	0.669	0.75	0.466
T1292TS147_5o__T1292TS051_5o	0.959	0.982	0.982	0.961	0.961	0.828
T1292TS147_5o__T1292TS298_3o	0.949	0.988	0.988	0.974	0.98	0.982
T1292TS164_2o__T1292TS456_3o	0.959	0.971	0.971	0.952	0.94	0.868
T1292TS164_4o__T1292TS139_4o	0.872	0.954	0.954	0.885	0.933	0.721
T1292TS167_1o__T1292TS040_2o	0.574	0.458	0.458	0.466	0.49	0.427
T1292TS167_5o__T1292TS091_5o	0.93	0.971	0.971	0.928	0.989	0.738
T1292TS167_5o__T1292TS423_4o	0.926	0.975	0.975	0.954	0.969	0.738
T1292TS187_1o__T1292TS014_5o	0.925	0.971	0.971	0.927	0.923	0.712
T1292TS196_2o__T1292TS345_3o	0.988	0.989	0.989	0.967	0.97	0.972
T1292TS208_1o__T1292TS264_5o	0.925	0.96	0.96	0.938	0.931	0.862
T1292TS208_2o__T1292TS059_3o	0.903	0.972	0.972	0.898	0.939	0.7
T1292TS219_1o__T1292TS163_5o	0.969	0.978	0.978	0.931	0.96	0.852
T1292TS221_1o__T1292TS122_4o	0.91	0.936	0.936	0.904	0.913	0.822
T1292TS221_2o__T1292TS198_2o	0.933	0.968	0.968	0.915	0.895	0.783
T1292TS221_5o__T1292TS208_5o	0.919	0.958	0.958	0.921	0.933	0.834
T1292TS241_3o__T1292TS419_1o	0.912	0.97	0.97	0.914	0.959	0.708
T1292TS261_4o__T1292TS319_4o	0.653	0.647	0.647	0.612	0.75	0.483
T1292TS261_5o__T1292TS040_4o	0.697	0.792	0.792	0.68	0.719	0.558
T1292TS262_5o__T1292TS419_5o	0.889	0.965	0.965	0.895	0.939	0.698
T1292TS267_3o__T1292TS059_4o	0.739	0.808	0.808	0.755	0.776	0.438
T1292TS272_1o__T1292TS322_3o	0.759	0.909	0.909	0.873	0.863	0.523
T1292TS286_1o__T1292TS196_5o	0.948	0.974	0.974	0.927	0.932	0.823
T1292TS286_2o__T1292TS293_5o	0.969	0.986	0.986	0.958	0.98	0.972
T1292TS287_2o__T1292TS196_3o	0.926	0.946	0.946	0.946	0.904	0.712
T1292TS293_1o__T1292TS262_3o	0.646	0.512	0.512	0.485	0.646	0.31
T1292TS293_1o__T1292TS267_4o	0.997	0.993	0.993	0.988	0.98	0.994
T1292TS293_1o__T1292TS287_1o	0.928	0.944	0.944	0.911	0.923	0.763
T1292TS294_3o__T1292TS164_1o	0.965	0.985	0.985	0.975	0.99	0.816
T1292TS294_4o__T1292TS164_2o	0.824	0.831	0.831	0.756	0.922	0.668
T1292TS298_1o__T1292TS040_4o	0.884	0.967	0.967	0.858	0.873	0.774
T1292TS298_2o__T1292TS301_1o	0.962	0.957	0.957	0.942	0.922	0.86
T1292TS300_2o__T1292TS423_1o	0.806	0.791	0.791	0.753	0.794	0.599
T1292TS301_5o__T1292TS419_2o	0.877	0.933	0.933	0.92	0.922	0.69
T1292TS304_5o__T1292TS319_3o	0.909	0.942	0.942	0.913	0.942	0.709
T1292TS322_3o__T1292TS312_2o	0.985	0.916	0.916	0.872	0.864	0.603
T1292TS322_4o__T1292TS052_1o	0.967	0.909	0.909	0.87	0.853	0.689
T1292TS331_3o__T1292TS059_4o	0.764	0.826	0.826	0.769	0.816	0.524
T1292TS331_3o__T1292TS388_4o	0.981	0.987	0.987	0.954	0.951	0.976
T1292TS345_3o__T1292TS388_5o	0.981	0.987	0.987	0.957	0.97	0.976
T1292TS369_2o__T1292TS014_3o	0.96	0.983	0.983	0.935	0.95	0.946
T1292TS388_4o__T1292TS208_5o	0.95	0.969	0.969	0.942	0.951	0.866
T1292TS388_4o__T1292TS423_5o	0.946	0.988	0.988	0.965	0.96	0.982
T1292TS419_3o__T1292TS304_4o	0.948	0.95	0.95	0.918	0.941	0.819
T1292TS419_5o__T1292TS319_4o	0.956	0.981	0.981	0.958	0.959	0.956
T1292TS423_1o__T1292TS148_5o	0.958	0.937	0.937	0.921	0.931	0.846
T1292TS423_1o__T1292TS208_3o	0.965	0.943	0.943	0.929	0.931	0.835
T1292TS423_2o__T1292TS122_2o	0.97	0.953	0.953	0.946	0.922	0.859
T1292TS423_2o__T1292TS293_3o	0.964	0.985	0.985	0.971	0.98	0.849
T1292TS423_3o__T1292TS091_1o	0.976	0.98	0.98	0.962	0.98	0.839
T1292TS423_3o__T1292TS187_1o	0.968	0.974	0.974	0.946	0.96	0.833
T1292TS423_5o__T1292TS208_5o	0.971	0.967	0.967	0.952	0.95	0.867
T1292TS423_5o__T1292TS323_1o	0.951	0.927	0.927	0.947	0.94	0.83
T1292TS425_2o__T1292TS323_1o	0.92	0.93	0.93	0.913	0.923	0.696
T1292TS450_5o__T1292TS167_4o	0.386	0.58	0.58	0.395	0.61	0.318
T1292TS456_1o__T1292TS261_2o	0.755	0.776	0.776	0.706	0.712	0.572
T1292TS462_2o__T1292TS163_2o	0.99	0.991	0.991	0.981	0.98	0.987
T1292TS462_3o__T1292TS267_3o	0.988	0.995	0.995	0.981	0.99	0.996
T1292TS462_4o__T1292TS337_5o	0.681	0.744	0.744	0.664	0.748	0.459
T1292TS462_5o__T1292TS022_4o	0.928	0.976	0.976	0.933	0.96	0.844
T1292TS462_6o__T1292TS425_5o	0.975	0.987	0.987	0.947	0.959	0.957
T1292TS475_4o__T1292TS208_1o	0.948	0.988	0.988	0.967	0.97	0.876
T1294v1TS014_6o__T1294v1TS345_6o	0.903	0.971	0.971	0.942	0.944	0.912
T1294v1TS051_4o__T1294v1TS015_6o	0.689	0.841	0.841	0.679	0.769	0.752
T1294v1TS051_4o__T1294v1TS091_1o	0.671	0.826	0.826	0.684	0.768	0.73
T1294v1TS059_3o__T1294v1TS163_3o	0.852	0.963	0.963	0.882	0.864	0.901
T1294v1TS059_3o__T1294v1TS198_2o	0.848	0.953	0.953	0.829	0.832	0.916
T1294v1TS059_3o__T1294v1TS462_2o	0.868	0.965	0.965	0.841	0.848	0.928
T1294v1TS059_4o__T1294v1TS022_4o	0.649	0.751	0.751	0.632	0.759	0.607
T1294v1TS075_5o__T1294v1TS198_4o	0.904	0.97	0.97	0.951	0.961	0.937
T1294v1TS079_4o__T1294v1TS475_1o	0.933	0.978	0.978	0.92	0.867	0.94
T1294v1TS091_1o__T1294v1TS293_3o	0.974	0.991	0.991	0.964	0.942	0.984
T1294v1TS091_2o__T1294v1TS369_3o	0.9	0.964	0.964	0.917	0.883	0.935
T1294v1TS091_4o__T1294v1TS312_2o	0.801	0.892	0.892	0.83	0.85	0.749
T1294v1TS091_5o__T1294v1TS419_4o	0.697	0.844	0.844	0.731	0.804	0.716
T1294v1TS110_2o__T1294v1TS110_5o	0.992	0.995	0.995	0.978	0.981	0.991
T1294v1TS110_5o__T1294v1TS059_1o	0.58	0.74	0.74	0.672	0.802	0.567
T1294v1TS139_2o__T1294v1TS312_4o	0.796	0.937	0.937	0.793	0.817	0.859
T1294v1TS139_6o__T1294v1TS287_4o	0.847	0.951	0.951	0.894	0.931	0.876
T1294v1TS145_1o__T1294v1TS462_3o	0.977	0.989	0.989	0.95	0.972	0.972
T1294v1TS145_4o__T1294v1TS272_4o	0.651	0.877	0.877	0.764	0.815	0.648
T1294v1TS147_3o__T1294v1TS122_1o	0.946	0.978	0.978	0.959	0.953	0.943
T1294v1TS147_4o__T1294v1TS284_2o	0.887	0.967	0.967	0.921	0.925	0.888
T1294v1TS148_5o__T1294v1TS196_1o	0.91	0.972	0.972	0.911	0.868	0.927
T1294v1TS163_3o__T1294v1TS300_5o	0.75	0.868	0.868	0.758	0.763	0.766
T1294v1TS163_5o__T1294v1TS015_1o	0.723	0.841	0.841	0.747	0.87	0.684
T1294v1TS164_2o__T1294v1TS059_3o	0.842	0.962	0.962	0.877	0.864	0.856
T1294v1TS164_4o__T1294v1TS267_1o	0.952	0.979	0.979	0.948	1.0	0.959
T1294v1TS164_4o__T1294v1TS393_5o	0.925	0.969	0.969	0.914	0.941	0.926
T1294v1TS167_3o__T1294v1TS388_1o	0.398	0.545	0.545	0.463	0.56	0.28
T1294v1TS187_1o__T1294v1TS015_2o	0.025	0.062	0.062	0.023	0.189	0.028
T1294v1TS196_3o__T1294v1TS051_4o	0.731	0.852	0.852	0.696	0.821	0.756
T1294v1TS196_3o__T1294v1TS287_2o	0.889	0.968	0.968	0.928	0.923	0.899
T1294v1TS198_1o__T1294v1TS221_5o	0.895	0.967	0.967	0.872	0.916	0.896
T1294v1TS198_4o__T1294v1TS091_1o	0.95	0.985	0.985	0.952	0.941	0.947
T1294v1TS198_5o__T1294v1TS219_1o	0.737	0.856	0.856	0.774	0.777	0.75
T1294v1TS208_1o__T1294v1TS221_1o	0.895	0.966	0.966	0.869	0.891	0.847
T1294v1TS208_2o__T1294v1TS369_5o	0.994	0.991	0.991	0.983	0.991	0.988
T1294v1TS208_3o__T1294v1TS221_3o	0.898	0.967	0.967	0.859	0.875	0.848
T1294v1TS208_4o__T1294v1TS015_2o	0.024	0.064	0.064	0.024	0.196	0.029
T1294v1TS208_4o__T1294v1TS148_1o	0.984	0.994	0.994	0.965	0.97	0.942
T1294v1TS208_5o__T1294v1TS022_2o	0.989	0.993	0.993	0.973	0.929	0.987
T1294v1TS219_1o__T1294v1TS110_2o	0.941	0.979	0.979	0.94	0.923	0.93
T1294v1TS221_1o__T1294v1TS052_5o	0.945	0.975	0.975	0.891	0.95	0.944
T1294v1TS221_5o__T1294v1TS052_1o	0.905	0.967	0.967	0.893	0.907	0.926
T1294v1TS221_5o__T1294v1TS261_1o	0.746	0.925	0.925	0.798	0.825	0.789
T1294v1TS241_4o__T1294v1TS028_3o	0.934	0.979	0.979	0.919	0.905	0.931
T1294v1TS261_2o__T1294v1TS388_3o	0.824	0.951	0.951	0.875	0.852	0.86
T1294v1TS262_2o__T1294v1TS145_1o	0.852	0.951	0.951	0.83	0.821	0.679
T1294v1TS262_5o__T1294v1TS075_5o	0.621	0.682	0.682	0.662	0.766	0.44
T1294v1TS264_4o__T1294v1TS475_2o	0.987	0.993	0.993	0.973	0.96	0.988
T1294v1TS267_3o__T1294v1TS475_1o	0.925	0.975	0.975	0.947	0.981	0.946
T1294v1TS267_4o__T1294v1TS122_3o	0.927	0.979	0.979	0.933	0.98	0.936
T1294v1TS272_1o__T1294v1TS475_4o	0.655	0.831	0.831	0.714	0.725	0.679
T1294v1TS284_2o__T1294v1TS319_2o	0.929	0.976	0.976	0.882	0.889	0.862
T1294v1TS284_4o__T1294v1TS139_4o	0.562	0.751	0.751	0.678	0.788	0.572
T1294v1TS286_1o__T1294v1TS139_4o	0.575	0.738	0.738	0.686	0.767	0.575
T1294v1TS286_3o__T1294v1TS196_5o	0.928	0.973	0.973	0.883	0.856	0.929
