input	cv1_target_residues	cv1_model_residues	cv1_target_atoms	cv1_model_atoms	cv3_target_atoms	cv3_model_atoms	cv4_target_atoms	cv4_model_atoms	old_global_score	voronota_js_global_score	cadscore_lt_global_score	cadscore_lt_global_f1	cadscore_lt_rm_global_score	cadscore_lt_rm_global_f1	cadscore_lt_r_global_score	cadscore_lt_r_global_f1	old_iface_score	voronota_js_iface_score	cadscore_lt_iface_score	cadscore_lt_iface_f1	cadscore_lt_rm_iface_score	cadscore_lt_rm_iface_f1	cadscore_lt_r_iface_score	cadscore_lt_r_iface_f1	old_global_time	voronota_js_global_time	cadscore_lt_global_time	cadscore_lt_rm_global_time	cadscore_lt_r_global_time	old_iface_time	voronota_js_iface_time	cadscore_lt_iface_time	cadscore_lt_rm_iface_time	cadscore_lt_r_iface_time	voronota_js_lt_global_score	voronota_js_lt_global_time	voronota_js_lt_iface_score	voronota_js_lt_iface_time
T1257TS465_5o__T1257TS022_3o	3789	3789	27981	27984	27981	27984	27981	27984	0.647191	0.64424	0.645396	0.700712	0.645842	0.701135	0.645396	0.700712	0.368856	0.39979	0.401569	0.395321	0.402862	0.396567	0.401569	0.395321	34.67	38.05	1.74	2.16	1.82	34.81	17.09	0.68	0.85	0.78	0.6454	5.17	0.40157	2.31
T1257TS465_5o__T1257TS079_3o	3789	3789	27981	27981	27981	27981	27981	27981	0.535143	0.49065	0.489458	0.613457	0.489906	0.613982	0.489458	0.613457	0.00653793	0.00667	0.006864	0.01131	0.008977	0.013766	0.006864	0.01131	28.82	35.49	1.56	1.77	1.71	36.31	10.70	0.59	0.73	0.75	0.48946	4.96	0.00686	2.09
T1257TS475_2o__T1257TS298_4o	3789	3789	27984	27981	27984	27981	27984	27981	0.708673	0.71582	0.715767	0.774639	0.731897	0.794435	0.715767	0.774639	0.317756	0.3443	0.344584	0.378736	0.404797	0.453556	0.344584	0.378736	36.94	41.07	1.73	1.94	1.85	31.86	17.14	0.69	0.85	0.83	0.71577	5.39	0.34458	2.49
T1257TS475_2o__T1257TS393_4o	3789	3789	27984	27984	27984	27984	27984	27984	0.696593	0.67922	0.677765	0.714933	0.733703	0.774046	0.677765	0.714933	0.265699	0.28147	0.281159	0.280916	0.49756	0.489153	0.281159	0.280916	34.30	41.69	1.89	2.10	2.08	36.18	21.36	0.82	1.01	0.98	0.67776	5.80	0.28116	2.76
T1257TS475_4o__T1257TS198_2o	3789	3789	27984	27981	27984	27981	27984	27981	0.742386	0.7479	0.747907	0.829231	0.747907	0.829231	0.747907	0.829231	0.517179	0.5506	0.550353	0.635507	0.550353	0.635507	0.550353	0.635507	32.77	37.21	1.78	1.95	1.84	33.24	21.42	0.68	0.83	0.83	0.74791	5.27	0.55035	2.47
T1257TS475_5o__T1257TS028_4o	3789	3789	27984	27984	27984	27984	27984	27984	0.714526	0.71486	0.714525	0.763104	0.774899	0.828187	0.714525	0.763104	0.233279	0.26303	0.263659	0.294099	0.491547	0.545362	0.263659	0.294099	33.87	41.05	1.79	1.95	1.99	26.37	22.05	0.71	0.93	0.93	0.71452	5.45	0.26366	2.50
T1257TS475_5o__T1257TS031_2o	3789	3789	27984	27981	27984	27981	27984	27981	0.433317	0.43017	0.429911	0.472385	0.701827	0.76869	0.687353	0.755633	0.101727	0.1093	0.109055	0.127102	0.377565	0.422368	0.323219	0.373172	36.30	42.04	1.77	1.96	1.90	34.53	21.53	0.72	0.92	0.88	0.42991	5.44	0.10905	2.60
T1257TS494_5o__T1257TS419_5o	3786	3789	27969	27984	27969	27984	27969	27984	0.680281	0.67688	0.676543	0.717536	0.872825	0.927038	0.676543	0.717536	0.0459629	0.06325	0.063447	0.073269	0.828349	0.897748	0.063447	0.073269	35.91	41.04	1.78	2.03	1.99	36.86	18.32	0.77	0.88	0.86	0.67654	5.33	0.06345	2.49
T1259TS015_3o__T1259TS393_4o	729	729	4728	4728	4728	4728	4728	4728	0.772241	0.7518	0.751084	0.795165	0.825181	0.875875	0.751084	0.795165	0.0732429	0.09276	0.091573	0.103055	0.63368	0.720382	0.091573	0.103055	5.03	5.78	0.29	0.35	0.31	3.80	0.97	0.09	0.10	0.10	0.75108	0.91	0.09157	0.33
T1259TS022_3o__T1259TS028_1o	729	729	4728	4728	4728	4728	4728	4728	0.767941	0.7455	0.745266	0.793929	0.817719	0.871965	0.745266	0.793929	0.0583788	0.07453	0.074055	0.088647	0.62195	0.702783	0.074055	0.088647	4.89	6.21	0.29	0.31	0.29	4.92	1.30	0.08	0.09	0.12	0.74527	0.91	0.07405	0.33
T1259TS023_5o__T1259TS319_2o	729	729	4725	4728	4725	4728	4725	4728	0.840226	0.84997	0.851879	0.906964	0.851879	0.906964	0.851879	0.906964	0.706928	0.74069	0.741045	0.835081	0.741045	0.835081	0.741045	0.835081	4.24	6.50	0.29	0.32	0.30	4.92	1.38	0.08	0.09	0.09	0.85188	0.89	0.74104	0.35
T1259TS031_2o__T1259TS028_1o	729	729	4725	4728	4725	4728	4725	4728	0.837772	0.83775	0.838229	0.889922	0.838234	0.88996	0.838229	0.889922	0.692246	0.70841	0.711023	0.772216	0.711023	0.772216	0.711023	0.772216	4.97	5.79	0.28	0.31	0.30	3.71	1.22	0.07	0.09	0.11	0.83823	0.90	0.71102	0.28
T1259TS031_3o__T1259TS272_3o	729	729	4725	4725	4725	4725	4725	4725	0.796979	0.79668	0.796054	0.854341	0.796096	0.854357	0.796054	0.854341	0.604409	0.63363	0.633708	0.695213	0.633712	0.695209	0.633708	0.695213	5.06	6.09	0.29	0.32	0.35	4.94	1.42	0.09	0.09	0.11	0.79605	0.86	0.63371	0.35
T1259TS040_4o__T1259TS147_4o	729	729	4728	4728	4728	4728	4728	4728	0.737935	0.71495	0.714306	0.765692	0.714338	0.765723	0.714306	0.765692	0	0	0	0	0	0	0	0	4.56	6.25	0.27	0.29	0.30	3.91	1.06	0.08	0.08	0.08	0.71431	0.91	0	0.31
T1259TS051_5o__T1259TS023_5o	729	729	4728	4725	4728	4725	4728	4725	0.734499	0.72438	0.724724	0.778612	0.794586	0.855317	0.724724	0.778612	0.0721734	0.09812	0.097519	0.114779	0.625092	0.700494	0.097519	0.114779	4.64	5.56	0.31	0.32	0.30	4.04	1.51	0.08	0.09	0.09	0.72472	0.95	0.09752	0.36
T1259TS051_6o__T1259TS117_1o	729	729	4728	4728	4728	4728	4728	4728	0.70989	0.70096	0.700866	0.757387	0.763708	0.832626	0.700866	0.757387	0.0801663	0.10571	0.10466	0.113452	0.601831	0.655948	0.10466	0.113452	4.84	6.01	0.29	0.39	0.31	4.90	1.18	0.09	0.10	0.09	0.70087	0.96	0.10466	0.34
T1259TS051_6o__T1259TS262_4o	729	729	4728	4725	4728	4725	4728	4725	0.806789	0.80323	0.803571	0.860345	0.803759	0.860457	0.803571	0.860345	0.594701	0.62893	0.63021	0.671884	0.630474	0.672103	0.63021	0.671884	5.07	6.22	0.28	0.32	0.29	4.84	1.44	0.08	0.10	0.09	0.80357	0.87	0.63021	0.32
T1259TS059_3o__T1259TS219_2o	729	729	4725	4725	4725	4725	4725	4725	0.78698	0.78372	0.784083	0.845615	0.78447	0.845848	0.784083	0.845615	0.546282	0.56462	0.565723	0.674116	0.566123	0.67427	0.565723	0.674116	4.85	5.61	0.28	0.32	0.30	4.53	1.41	0.08	0.10	0.10	0.78408	0.90	0.56572	0.33
T1259TS059_4o__T1259TS167_1o	729	729	4725	4728	4725	4728	4725	4728	0.608228	0.59945	0.599182	0.686276	0.638417	0.73525	0.599182	0.686276	0.0299873	0.03908	0.039014	0.052055	0.327801	0.429938	0.039014	0.052055	5.49	6.44	0.29	0.31	0.33	5.20	1.16	0.10	0.10	0.10	0.59918	0.93	0.03901	0.32
T1259TS075_1o__T1259TS219_1o	729	729	4728	4725	4728	4725	4728	4725	0.784862	0.77055	0.770471	0.818556	0.842468	0.898291	0.770471	0.818556	0.0693907	0.09552	0.094513	0.118999	0.674516	0.771284	0.094513	0.118999	4.40	5.43	0.29	0.32	0.29	4.04	1.30	0.07	0.10	0.11	0.77047	0.91	0.09451	0.36
T1259TS075_4o__T1259TS475_4o	729	729	4728	4728	4728	4728	4728	4728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.80	6.20	0.28	0.32	0.30	4.77	1.51	0.08	0.10	0.10	1	0.90	1	0.33
T1259TS079_1o__T1259TS221_2o	729	729	4725	4728	4725	4728	4725	4728	0.752144	0.74878	0.748512	0.802204	0.830363	0.894159	0.748512	0.802204	0.075381	0.0981	0.097379	0.104761	0.744185	0.832359	0.097379	0.104761	4.84	5.48	0.29	0.31	0.34	3.83	1.49	0.08	0.10	0.10	0.74851	0.92	0.09738	0.35
T1259TS079_3o__T1259TS345_4o	729	729	4725	4728	4725	4728	4725	4728	0.854273	0.85401	0.854074	0.906285	0.854115	0.906305	0.854074	0.906285	0.733945	0.74474	0.745915	0.848525	0.745915	0.848525	0.745915	0.848525	4.84	6.48	0.29	0.30	0.30	4.24	1.10	0.08	0.09	0.10	0.85407	0.92	0.74591	0.31
T1259TS085_2o__T1259TS114_3o	729	729	4728	4728	4728	4728	4728	4728	0.731572	0.73108	0.732995	0.790161	0.802432	0.868922	0.732995	0.790161	0.057762	0.07975	0.07952	0.105981	0.642897	0.756488	0.07952	0.105981	4.60	6.46	0.30	0.32	0.30	4.57	1.40	0.09	0.09	0.09	0.73299	0.93	0.07952	0.34
T1259TS085_5o__T1259TS079_5o	729	729	4728	4725	4728	4725	4728	4725	0.8069	0.82147	0.823934	0.885713	0.823934	0.885713	0.823934	0.885713	0.634197	0.66111	0.663876	0.775401	0.664264	0.775568	0.663876	0.775401	4.50	5.73	0.30	0.31	0.30	4.49	1.36	0.08	0.09	0.10	0.82393	0.93	0.66388	0.33
T1259TS091_5o__T1259TS122_4o	729	729	4728	4728	4728	4728	4728	4728	0.765673	0.74953	0.748492	0.794536	0.827227	0.879002	0.748492	0.794536	0.0689397	0.09006	0.089432	0.096268	0.742263	0.759333	0.089432	0.096268	4.78	5.21	0.28	0.32	0.29	4.90	0.93	0.08	0.09	0.09	0.74849	0.91	0.08943	0.35
T1259TS110_3o__T1259TS241_4o	729	729	4728	4728	4728	4728	4728	4728	0.787548	0.76414	0.763582	0.806365	0.845038	0.891555	0.763582	0.806365	0.0749349	0.09467	0.094579	0.103484	0.789598	0.780503	0.094579	0.103484	5.08	6.34	0.28	0.31	0.29	4.73	1.35	0.08	0.09	0.09	0.76358	0.90	0.09458	0.32
T1259TS114_2o__T1259TS164_5o	729	729	4728	4728	4728	4728	4728	4728	0.78176	0.76285	0.762684	0.809347	0.838597	0.892688	0.762684	0.809347	0.0858291	0.10655	0.10609	0.109546	0.742939	0.789411	0.10609	0.109546	4.81	6.26	0.29	0.31	0.30	4.56	1.16	0.08	0.09	0.09	0.76268	0.91	0.10609	0.33
T1259TS114_3o__T1259TS272_2o	729	729	4728	4725	4728	4725	4728	4725	0.845303	0.83059	0.830299	0.879442	0.830299	0.879442	0.830299	0.879442	0.718554	0.70997	0.710326	0.735273	0.710326	0.735273	0.710326	0.735273	4.80	5.76	0.30	0.31	0.30	4.97	1.34	0.08	0.09	0.09	0.8303	0.94	0.71033	0.35
T1259TS117_1o__T1259TS286_5o	729	729	4728	4728	4728	4728	4728	4728	0.416661	0.39745	0.397427	0.532022	0.41212	0.551944	0.397427	0.532022	0.0151653	0.01962	0.019923	0.032033	0.125678	0.21816	0.019923	0.032033	4.84	5.83	0.28	0.31	0.29	4.95	1.25	0.08	0.10	0.09	0.39743	0.93	0.01992	0.32
T1259TS117_3o__T1259TS139_3o	729	729	4728	4725	4728	4725	4728	4725	0.712449	0.7122	0.713609	0.813324	0.714317	0.812925	0.713609	0.813324	0.510634	0.53435	0.536737	0.637245	0.536737	0.637245	0.536737	0.637245	5.46	6.01	0.29	0.32	0.35	4.73	1.63	0.08	0.12	0.10	0.71361	0.94	0.53674	0.35
T1259TS122_1o__T1259TS311_1o	729	729	4728	4728	4728	4728	4728	4728	0.844026	0.83251	0.832604	0.885228	0.832718	0.885283	0.832604	0.885228	0.62784	0.6432	0.642333	0.713819	0.643311	0.714288	0.642333	0.713819	4.81	6.74	0.28	0.32	0.29	4.83	1.40	0.09	0.10	0.09	0.8326	0.91	0.64233	0.33
T1259TS139_1o__T1259TS139_6o	729	729	4725	4725	4725	4725	4725	4725	0.716321	0.70351	0.702786	0.76315	0.76172	0.831514	0.702786	0.76315	0.0700295	0.08105	0.080483	0.090404	0.555145	0.626231	0.080483	0.090404	4.78	5.95	0.29	0.30	0.31	4.90	1.30	0.09	0.09	0.09	0.70279	0.92	0.08048	0.33
T1259TS139_3o__T1259TS393_1o	729	729	4725	4728	4725	4728	4725	4728	0.702251	0.68735	0.686792	0.754039	0.752597	0.826593	0.686792	0.754039	0.0601558	0.07663	0.07648	0.095866	0.521229	0.616047	0.07648	0.095866	4.83	6.42	0.29	0.32	0.30	5.01	1.50	0.10	0.09	0.09	0.68679	0.91	0.07648	0.32
T1259TS139_4o__T1259TS114_5o	729	729	4725	4728	4725	4728	4725	4728	0.780349	0.77528	0.775957	0.851811	0.779333	0.854406	0.775957	0.851811	0.502476	0.53408	0.536498	0.656331	0.54522	0.666943	0.536498	0.656331	4.68	6.22	0.28	0.31	0.31	5.03	1.35	0.10	0.09	0.09	0.77596	0.88	0.5365	0.33
T1259TS139_4o__T1259TS122_1o	729	729	4725	4728	4725	4728	4725	4728	0.744914	0.72771	0.727659	0.784953	0.784259	0.85007	0.727659	0.784953	0.0654791	0.07904	0.078933	0.088682	0.537063	0.614052	0.078933	0.088682	5.02	5.81	0.29	0.30	0.30	4.23	1.50	0.08	0.14	0.10	0.72766	0.90	0.07893	0.33
T1259TS147_1o__T1259TS375_4o	729	729	4728	4728	4728	4728	4728	4728	0.777397	0.75824	0.757984	0.796363	0.830601	0.875482	0.757984	0.796363	0.071009	0.09392	0.093274	0.101253	0.72156	0.721525	0.093274	0.101253	4.58	6.63	0.29	0.30	0.30	4.21	1.34	0.09	0.09	0.10	0.75798	0.92	0.09327	0.35
T1259TS147_3o__T1259TS322_3o	729	729	4728	4725	4728	4725	4728	4725	0.805549	0.79237	0.791693	0.830313	0.874575	0.918865	0.791693	0.830313	0.0733382	0.10164	0.101062	0.110171	0.808008	0.853115	0.101062	0.110171	4.47	5.70	0.29	0.32	0.30	4.64	1.30	0.09	0.10	0.10	0.79169	0.89	0.10106	0.35
T1259TS164_5o__T1259TS345_4o	729	729	4728	4728	4728	4728	4728	4728	0.801399	0.78835	0.788163	0.829753	0.866955	0.914218	0.788163	0.829753	0.0736608	0.08941	0.088326	0.110634	0.714329	0.810175	0.088326	0.110634	5.10	6.67	0.28	0.30	0.30	4.28	1.17	0.09	0.09	0.09	0.78816	0.90	0.08833	0.35
T1259TS171_1o__T1259TS284_3o	729	729	4728	4728	4728	4728	4728	4728	0.879532	0.8735	0.873332	0.909593	0.87345	0.909651	0.873332	0.909593	0.721071	0.74415	0.744821	0.786701	0.745317	0.78695	0.744821	0.786701	4.75	6.63	0.29	0.31	0.30	4.79	1.20	0.08	0.10	0.09	0.87333	0.92	0.74482	0.31
T1259TS171_1o__T1259TS300_1o	729	729	4728	4728	4728	4728	4728	4728	0.787103	0.77822	0.777631	0.8364	0.778054	0.832911	0.777631	0.8364	0.295704	0.34865	0.3489	0.430806	0.352278	0.402441	0.3489	0.430806	4.70	5.46	0.28	0.32	0.29	4.97	1.21	0.09	0.09	0.09	0.77763	0.90	0.3489	0.30
T1259TS171_3o__T1259TS221_2o	729	729	4728	4728	4728	4728	4728	4728	0.757629	0.74453	0.744607	0.800001	0.823411	0.886692	0.744607	0.800001	0.0671844	0.09536	0.094728	0.103118	0.71931	0.790081	0.094728	0.103118	4.74	6.42	0.28	0.33	0.30	4.71	1.42	0.09	0.09	0.09	0.74461	0.92	0.09473	0.34
T1259TS171_4o__T1259TS419_2o	729	729	4728	4728	4728	4728	4728	4728	0.744098	0.72996	0.7299	0.785497	0.802301	0.866368	0.7299	0.785497	0.065691	0.08865	0.088297	0.101295	0.662189	0.769159	0.088297	0.101295	5.07	5.76	0.28	0.31	0.31	4.82	1.17	0.08	0.08	0.09	0.7299	0.84	0.0883	0.28
T1259TS196_5o__T1259TS425_3o	729	729	4728	4728	4728	4728	4728	4728	0.821264	0.8121	0.812205	0.864332	0.81232	0.864405	0.812205	0.864332	0.658633	0.6646	0.66363	0.720973	0.664587	0.721501	0.66363	0.720973	4.69	6.51	0.28	0.37	0.30	4.53	1.49	0.08	0.09	0.09	0.8122	0.91	0.66363	0.34
T1259TS198_2o__T1259TS164_5o	729	729	4728	4728	4728	4728	4728	4728	0.815423	0.80291	0.802562	0.834775	0.889029	0.927371	0.802562	0.834775	0.0760699	0.09188	0.091606	0.1031	0.769977	0.833901	0.091606	0.1031	4.57	5.67	0.28	0.32	0.28	4.68	1.40	0.08	0.09	0.10	0.80256	0.89	0.09161	0.33
T1259TS198_3o__T1259TS301_2o	729	729	4728	4728	4728	4728	4728	4728	0.766662	0.7487	0.748232	0.793402	0.826915	0.881222	0.748232	0.793402	0.0712768	0.08834	0.087855	0.099876	0.685839	0.763967	0.087855	0.099876	4.92	6.70	0.29	0.30	0.29	4.88	1.30	0.09	0.09	0.09	0.74823	0.90	0.08785	0.33
T1259TS208_1o__T1259TS312_2o	729	729	4728	4728	4728	4728	4728	4728	0.867838	0.8582	0.857647	0.902199	0.857647	0.902199	0.857647	0.902199	0.678366	0.67209	0.671445	0.774194	0.671445	0.774194	0.671445	0.774194	4.47	5.73	0.29	0.31	0.31	4.52	1.48	0.09	0.09	0.10	0.85765	0.91	0.67144	0.31
T1259TS221_1o__T1259TS059_2o	729	729	4728	4725	4728	4725	4728	4725	0.808245	0.80615	0.80564	0.864989	0.80564	0.864989	0.80564	0.864989	0.652073	0.65918	0.658538	0.690811	0.658538	0.690811	0.658538	0.690811	4.42	6.82	0.28	0.32	0.31	4.49	1.53	0.08	0.09	0.11	0.80564	0.90	0.65854	0.32
T1259TS221_3o__T1259TS221_1o	729	729	4728	4728	4728	4728	4728	4728	0.878475	0.87796	0.877526	0.910998	0.878622	0.911578	0.877526	0.910998	0.73467	0.72759	0.727373	0.802	0.728235	0.802471	0.727373	0.802	5.06	6.63	0.28	0.31	0.30	4.26	1.18	0.08	0.09	0.11	0.87753	0.90	0.72737	0.30
T1259TS241_3o__T1259TS040_1o	729	729	4728	4728	4728	4728	4728	4728	0.680143	0.65716	0.655641	0.757066	0.656136	0.75737	0.655641	0.757066	0.00860554	0.00899	0.008947	0.018028	0.012522	0.02101	0.008947	0.018028	4.39	5.51	0.29	0.35	0.30	4.70	1.15	0.08	0.09	0.09	0.65564	0.90	0.00895	0.33
T1259TS262_5o__T1259TS425_3o	729	729	4725	4728	4725	4728	4725	4728	0.763524	0.75872	0.758647	0.830342	0.758647	0.830342	0.758647	0.830342	0.455013	0.48397	0.485024	0.604793	0.485024	0.604793	0.485024	0.604793	4.71	6.75	0.29	0.29	0.29	4.34	1.58	0.09	0.10	0.11	0.75865	0.89	0.48502	0.36
T1259TS264_2o__T1259TS425_2o	729	729	4728	4728	4728	4728	4728	4728	0.757498	0.74006	0.739282	0.785	0.805054	0.857432	0.739282	0.785	0.0511909	0.07401	0.073425	0.089642	0.608418	0.681393	0.073425	0.089642	4.72	6.72	0.29	0.31	0.31	4.17	1.04	0.08	0.09	0.09	0.73928	0.89	0.07342	0.30
T1259TS264_4o__T1259TS145_3o	729	729	4728	4728	4728	4728	4728	4728	0.840377	0.83959	0.840103	0.890889	0.840112	0.890927	0.840103	0.890889	0.673653	0.69982	0.700291	0.793156	0.700647	0.793312	0.700291	0.793156	4.78	6.59	0.28	0.31	0.30	4.29	1.40	0.09	0.09	0.10	0.8401	0.92	0.70029	0.34
T1259TS264_6o__T1259TS375_1o	729	729	4728	4728	4728	4728	4728	4728	0.879959	0.87762	0.877345	0.906331	0.877366	0.906343	0.877345	0.906331	0.754196	0.76856	0.76679	0.778353	0.766971	0.77845	0.76679	0.778353	5.05	5.02	0.28	0.31	0.30	5.01	1.34	0.09	0.09	0.10	0.87735	0.86	0.76679	0.29
T1259TS264_6o__T1259TS489_1o	729	729	4728	4728	4728	4728	4728	4728	0.847525	0.84669	0.846645	0.899719	0.846721	0.899767	0.846645	0.899719	0.710247	0.71798	0.718079	0.778399	0.718327	0.778535	0.718079	0.778399	4.58	4.77	0.28	0.31	0.30	4.13	1.38	0.08	0.09	0.10	0.84664	0.91	0.71808	0.33
T1259TS267_1o__T1259TS163_4o	729	729	4728	4728	4728	4728	4728	4728	0.792802	0.77792	0.776731	0.818542	0.859355	0.908568	0.776731	0.818542	0.0825012	0.09456	0.094255	0.105424	0.74968	0.824931	0.094255	0.105424	4.20	6.73	0.28	0.31	0.30	4.63	1.47	0.08	0.09	0.10	0.77673	0.94	0.09425	0.33
T1259TS267_4o__T1259TS345_1o	729	729	4728	4728	4728	4728	4728	4728	0.767261	0.74439	0.74401	0.789753	0.813917	0.865023	0.74401	0.789753	0.075186	0.09341	0.092742	0.105015	0.641583	0.698842	0.092742	0.105015	4.65	6.08	0.29	0.31	0.30	4.95	1.33	0.09	0.09	0.09	0.74401	0.93	0.09274	0.35
T1259TS272_1o__T1259TS148_1o	729	729	4725	4728	4725	4728	4725	4728	0.824536	0.80649	0.805913	0.829421	0.885177	0.916665	0.805913	0.829421	0.0649452	0.08936	0.089066	0.097442	0.71271	0.773477	0.089066	0.097442	4.84	5.34	0.28	0.32	0.30	4.63	1.40	0.08	0.10	0.10	0.80591	0.92	0.08907	0.33
T1259TS272_1o__T1259TS301_2o	729	729	4725	4728	4725	4728	4725	4728	0.804048	0.78355	0.783207	0.81426	0.865622	0.902941	0.783207	0.81426	0.0708626	0.09426	0.09379	0.101485	0.742527	0.783881	0.09379	0.101485	4.74	5.55	0.29	0.32	0.30	4.38	1.24	0.08	0.09	0.09	0.78321	0.89	0.09379	0.35
T1259TS286_1o__T1259TS272_2o	729	729	4728	4725	4728	4725	4728	4725	0.814836	0.80958	0.809522	0.862932	0.809559	0.86296	0.809522	0.862932	0.657298	0.67208	0.671253	0.713783	0.671643	0.714009	0.671253	0.713783	4.73	5.26	0.30	0.30	0.30	4.18	1.41	0.08	0.09	0.08	0.80952	0.88	0.67125	0.33
T1259TS286_1o__T1259TS337_3o	729	729	4728	4728	4728	4728	4728	4728	0.823114	0.81477	0.815532	0.873201	0.816005	0.873642	0.815532	0.873201	0.679817	0.68809	0.689667	0.755905	0.692882	0.757963	0.689667	0.755905	5.25	6.68	0.29	0.32	0.30	4.44	1.40	0.07	0.10	0.09	0.81553	0.91	0.68967	0.35
T1259TS287_1o__T1259TS489_5o	729	729	4728	4728	4728	4728	4728	4728	0.776938	0.76199	0.761385	0.806808	0.832718	0.887052	0.761385	0.806808	0.0705493	0.09614	0.095308	0.11678	0.642079	0.722881	0.095308	0.11678	5.26	6.36	0.29	0.33	0.30	4.90	1.42	0.08	0.09	0.10	0.76138	0.92	0.09531	0.31
T1259TS287_5o__T1259TS031_2o	729	729	4728	4725	4728	4725	4728	4725	0.76581	0.75762	0.757151	0.797072	0.83208	0.879557	0.757151	0.797072	0.0609159	0.07377	0.073335	0.097334	0.631942	0.740848	0.073335	0.097334	4.58	5.16	0.28	0.32	0.31	4.94	1.14	0.09	0.10	0.09	0.75715	0.91	0.07333	0.33
T1259TS290_1o__T1259TS022_2o	729	729	4728	4728	4728	4728	4728	4728	0.861818	0.85806	0.858997	0.895884	0.859019	0.895868	0.858997	0.895884	0.773804	0.77529	0.777242	0.825754	0.777864	0.826023	0.777242	0.825754	5.21	6.17	0.28	0.30	0.31	4.27	1.22	0.08	0.10	0.10	0.859	0.84	0.77724	0.32
T1259TS290_1o__T1259TS312_1o	729	729	4728	4728	4728	4728	4728	4728	0.789595	0.76957	0.769359	0.807729	0.847184	0.890259	0.769359	0.807729	0.0719602	0.09188	0.091087	0.097034	0.735002	0.752575	0.091087	0.097034	4.43	6.11	0.29	0.31	0.30	4.76	1.12	0.09	0.09	0.09	0.76936	0.93	0.09109	0.33
T1259TS298_1o__T1259TS147_1o	729	729	4725	4728	4725	4728	4725	4728	0.880559	0.88052	0.880933	0.926796	0.880933	0.926796	0.880933	0.926796	0.748922	0.77149	0.773093	0.856196	0.773192	0.856248	0.773093	0.856196	4.89	6.03	0.29	0.31	0.31	4.52	1.34	0.09	0.09	0.09	0.88093	0.90	0.77309	0.33
T1259TS298_2o__T1259TS345_6o	729	729	4725	4728	4725	4728	4725	4728	0.760806	0.75291	0.752441	0.802278	0.826442	0.883096	0.752441	0.802278	0.0822432	0.09499	0.094405	0.113042	0.677466	0.751993	0.094405	0.113042	5.10	6.12	0.29	0.32	0.30	4.61	1.51	0.09	0.09	0.09	0.75244	0.93	0.09441	0.36
T1259TS298_3o__T1259TS274_3o	729	729	4725	4725	4725	4725	4725	4725	0.733541	0.72793	0.728258	0.782761	0.810595	0.87213	0.728258	0.782761	0.0592424	0.07321	0.073154	0.095642	0.7101	0.792756	0.073154	0.095642	5.06	6.75	0.30	0.31	0.30	4.36	1.44	0.08	0.14	0.09	0.72826	0.91	0.07315	0.34
T1259TS298_4o__T1259TS267_1o	729	729	4725	4728	4725	4728	4725	4728	0.843835	0.84981	0.850617	0.896178	0.850623	0.896171	0.850617	0.896178	0.744569	0.76908	0.772085	0.823219	0.772695	0.823381	0.772085	0.823219	5.17	5.77	0.29	0.32	0.31	4.18	1.51	0.08	0.09	0.10	0.85062	0.92	0.77209	0.33
T1259TS300_3o__T1259TS345_5o	729	729	4728	4728	4728	4728	4728	4728	0.785413	0.7649	0.764151	0.803612	0.841704	0.886589	0.764151	0.803612	0.0728453	0.09115	0.090674	0.097841	0.736602	0.78419	0.090674	0.097841	5.05	6.86	0.28	0.31	0.31	5.05	1.43	0.10	0.09	0.08	0.76415	0.92	0.09067	0.34
T1259TS300_4o__T1259TS022_3o	729	729	4728	4728	4728	4728	4728	4728	0.766436	0.74261	0.742374	0.791837	0.818368	0.874775	0.742374	0.791837	0.0797087	0.09957	0.099236	0.107252	0.699546	0.747852	0.099236	0.107252	3.86	6.28	0.29	0.31	0.30	4.75	1.43	0.08	0.10	0.11	0.74237	0.94	0.09924	0.32
T1259TS300_5o__T1259TS241_1o	729	729	4728	4728	4728	4728	4728	4728	0.779058	0.75835	0.757597	0.806038	0.83743	0.89127	0.757597	0.806038	0.0764194	0.09439	0.093786	0.104705	0.764174	0.833065	0.093786	0.104705	4.91	6.78	0.30	0.32	0.29	5.06	1.18	0.08	0.09	0.09	0.7576	0.91	0.09379	0.32
T1259TS301_1o__T1259TS462_4o	729	729	4728	4728	4728	4728	4728	4728	0.784425	0.7676	0.767598	0.808813	0.839302	0.888751	0.767598	0.808813	0.0707505	0.09178	0.091072	0.110771	0.668466	0.769095	0.091072	0.110771	4.53	6.37	0.29	0.31	0.31	4.56	1.06	0.08	0.10	0.10	0.7676	0.89	0.09107	0.34
T1259TS301_2o__T1259TS300_3o	729	729	4728	4728	4728	4728	4728	4728	0.778101	0.75632	0.755579	0.803367	0.820711	0.877118	0.755579	0.803367	0.0729426	0.10161	0.101509	0.13077	0.591405	0.713564	0.101509	0.13077	4.80	6.81	0.28	0.32	0.31	3.87	1.07	0.09	0.09	0.09	0.75558	0.90	0.10151	0.33
T1259TS301_3o__T1259TS425_3o	729	729	4728	4728	4728	4728	4728	4728	0.762242	0.7422	0.741261	0.783915	0.80503	0.856544	0.741261	0.783915	0.0644967	0.08983	0.089533	0.109477	0.602323	0.676885	0.089533	0.109477	5.10	5.04	0.28	0.32	0.29	4.35	1.00	0.08	0.09	0.08	0.74126	0.90	0.08953	0.33
