input	target_atoms	model_atoms	total_input_atoms	CADscoreLT_global_score	CADscoreLT_remapped_global_score	CADscoreLT_refseq_global_score	CADscoreLT_iface_score	CADscoreLT_remapped_iface_score	CADscoreLT_refseq_iface_score	CADscoreLT_remapped_global_time	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
T1238TS380_2o__T1238TS312_3o	5236	5236	10472	0.859737	0.862628	0.859737	0.72381	0.72381	0.72381	0.31	0.761	0.888	0.888	0.877	0.815	0.416	0.416	0.416	0.416	0.629
T1238TS380_5o__T1238TS040_5o	5236	5236	10472	0.790813	0.793131	0.790813	0.69899	0.732726	0.69899	0.31	0.747	0.873	0.873	0.812	0.765	0.545	0.545	0.545	0.545	0.642
T1238TS388_4o__T1238TS145_2o	5234	5236	10470	0.78996	0.78996	0.78996	0.219173	0.219173	0.219173	0.3	0.243	0.208	0.208	0.247	0.264	0.101	0.101	0.101	0.101	0.366
T1238TS393_2o__T1238TS419_1o	5236	5236	10472	0.880119	0.880962	0.880119	0.853344	0.858413	0.853344	0.31	0.901	0.961	0.961	0.936	0.935	0.397	0.397	0.397	0.397	0.641
T1238TS393_5o__T1238TS450_1o	5236	5236	10472	0.663827	0.663827	0.663827	0.134661	0.135582	0.134661	0.34	0.233	0.287	0.287	0.201	0.373	0.079	0.079	0.079	0.079	0.382
T1238TS423_1o__T1238TS075_3o	5234	5236	10470	0.886057	0.886553	0.886057	0.805107	0.805564	0.805107	0.31	0.867	0.933	0.933	0.912	0.884	0.419	0.419	0.419	0.419	0.635
T1238TS423_3o__T1238TS196_1o	5234	5236	10470	0.885703	0.885703	0.885703	0.775914	0.775914	0.775914	0.32	0.817	0.9	0.9	0.842	0.832	0.534	0.534	0.534	0.534	0.64
T1238TS425_2o__T1238TS494_5o	5236	5223	10459	0.839421	0.839421	0.839421	0.838743	0.838743	0.838743	0.36	0.895	0.967	0.967	0.954	0.928	0.663	0.663	0.663	0.663	0.636
T1238TS425_4o__T1238TS286_4o	5236	5236	10472	0.689163	0.689163	0.689163	0.342763	0.343115	0.342763	0.33	0.448	0.428	0.428	0.394	0.458	0.167	0.167	0.167	0.167	0.47
T1238TS450_3o__T1238TS264_1o	5236	5236	10472	0.622464	0.622464	0.622464	0.231771	0.231771	0.231771	0.33	0.268	0.384	0.384	0.295	0.26	0.132	0.132	0.132	0.132	0.37
T1238TS456_1o__T1238TS489_4o	5234	5236	10470	0.881366	0.881366	0.881366	0.824176	0.824176	0.824176	0.32	0.914	0.955	0.955	0.928	0.902	0.461	0.461	0.461	0.461	0.654
T1238TS462_2o__T1238TS028_4o	5236	5236	10472	0.823911	0.824234	0.823911	0.541017	0.541829	0.541017	0.35	0.61	0.801	0.801	0.682	0.796	0.288	0.288	0.288	0.288	0.66
T1238TS462_2o__T1238TS091_4o	5236	5236	10472	0.734519	0.734903	0.734519	0.491443	0.49386	0.491443	0.33	0.539	0.739	0.739	0.662	0.667	0.3	0.3	0.3	0.3	0.541
T1238TS462_4o__T1238TS052_5o	5236	5234	10470	0.743267	0.743433	0.743267	0.543877	0.544579	0.543877	0.35	0.612	0.726	0.726	0.662	0.733	0.311	0.311	0.311	0.311	0.585
T1238TS462_6o__T1238TS369_1o	5236	5236	10472	0.902168	0.902168	0.902168	0.875738	0.875738	0.875738	0.36	0.902	0.958	0.958	0.942	0.936	0.651	0.651	0.651	0.651	0.634
T1238TS468_1o__T1238TS145_5o	5234	5236	10470	0.904253	0.904253	0.904253	0.813372	0.815368	0.813372	0.35	0.89	0.937	0.937	0.91	0.866	0.42	0.42	0.42	0.42	0.663
T1238TS468_1o__T1238TS198_1o	5234	5236	10470	0.920421	0.920421	0.920421	0.852806	0.852806	0.852806	0.36	0.93	0.976	0.976	0.915	0.855	0.789	0.789	0.789	0.789	0.646
T1238TS468_5o__T1238TS051_1o	5234	5236	10470	0.86677	0.86677	0.86677	0.785315	0.785315	0.785315	0.31	0.826	0.889	0.889	0.87	0.805	0.559	0.559	0.559	0.559	0.624
T1238TS475_4o__T1238TS196_2o	5236	5236	10472	0.850583	0.850583	0.850583	0.689718	0.689718	0.689718	0.32	0.754	0.855	0.855	0.838	0.784	0.42	0.42	0.42	0.42	0.617
T1238TS489_1o__T1238TS312_1o	5236	5236	10472	0.863571	0.869891	0.863571	0.7523	0.774033	0.7523	0.32	0.856	0.944	0.944	0.863	0.851	0.644	0.644	0.644	0.644	0.619
T1238TS489_2o__T1238TS145_4o	5234	5236	10470	0.908268	0.908565	0.908268	0.85469	0.854783	0.85469	0.31	0.891	0.945	0.945	0.929	0.879	0.427	0.427	0.427	0.427	0.66
T1238TS494_3o__T1238TS423_5o	5223	5234	10457	0.819175	0.819175	0.819175	0.714432	0.716932	0.714432	0.31	0.753	0.918	0.918	0.846	0.858	0.457	0.457	0.457	0.457	0.638
T1238TS494_4o__T1238TS301_4o	5223	5236	10459	0.822826	0.830437	0.822826	0.777592	0.809608	0.777592	0.32	0.885	0.967	0.967	0.929	0.919	0.641	0.641	0.641	0.641	0.615
T1239v1TS014_4o__T1239v1TS022_4o	20092	19756	39848	0.765213	0.780274	0.765213	0.137108	0.514097	0.137108	1.25	0.548	0.543	0.543	0.589	0.559	0.282	0.247	0.282	0.247	0.668
T1239v1TS014_5o__T1239v1TS267_3o	20092	20092	40184	0.7882	0.807128	0.7882	0.150028	0.623456	0.150028	1.72	0.683	0.627	0.627	0.68	0.562	0.274	0.229	0.274	0.229	0.598
T1239v1TS014_6o__T1239v1TS052_4o	20092	20092	40184	0.749742	0.763087	0.749742	0.136807	0.465929	0.136807	1.31	0.516	0.664	0.664	0.639	0.586	0.24	0.197	0.24	0.197	0.701
T1239v1TS015_1o__T1239v1TS163_4o	20092	20088	40180	0.648906	0.668126	0.648906	0.005099	0.319063	0.005099	1.5	0.431	0.247	0.247	0.332	0.406	0.273	0.159	0.273	0.159	0.704
T1239v1TS015_4o__T1239v1TS028_3o	20092	20092	40184	0.655213	0.662405	0.655213	0.050401	0.133508	0.050401	1.33	0.242	0.191	0.191	0.243	0.298	0.111	0.063	0.111	0.063	0.631
T1239v1TS015_5o__T1239v1TS052_5o	20092	20092	40184	0.670875	0.687721	0.670875	0.005579	0.312759	0.005579	1.3	0.401	0.366	0.366	0.443	0.397	0.175	0.121	0.175	0.121	0.64
T1239v1TS022_2o__T1239v1TS110_3o	20092	20092	40184	0.858747	0.869726	0.858747	0.261306	0.673421	0.261306	1.29	0.74	0.877	0.877	0.825	0.761	0.507	0.505	0.507	0.505	0.805
T1239v1TS022_5o__T1239v1TS145_5o	20092	20092	40184	0.759424	0.776573	0.759424	0.012966	0.715743	0.012966	1.29	0.75	0.629	0.629	0.633	0.55	0.459	0.438	0.459	0.438	0.71
T1239v1TS028_2o__T1239v1TS033_5o	20092	20088	40180	0.785129	0.785163	0.785129	0.657871	0.6579	0.657871	1.38	0.688	0.71	0.71	0.662	0.575	0.443	0.436	0.443	0.436	0.546
T1239v1TS028_4o__T1239v1TS319_2o	20092	20092	40184	0.866782	0.866797	0.866782	0.753978	0.754207	0.753978	1.42	0.802	0.89	0.89	0.826	0.775	0.646	0.659	0.646	0.659	0.89
T1239v1TS052_1o__T1239v1TS147_2o	20092	20092	40184	0.799072	0.799072	0.799072	0.67989	0.679956	0.67989	1.32	0.826	0.702	0.702	0.722	0.65	0.484	0.487	0.484	0.487	0.616
T1239v1TS052_2o__T1239v1TS286_4o	19756	20092	39848	0.72793	0.740916	0.72793	0.17388	0.601407	0.17388	1.39	0.676	0.823	0.823	0.67	0.623	0.375	0.331	0.375	0.331	0.706
T1239v1TS052_5o__T1239v1TS015_4o	20092	20092	40184	0.641452	0.655616	0.641452	0.005741	0.512763	0.005741	1.39	0.622	0.202	0.202	0.253	0.304	0.401	0.391	0.401	0.391	0.631
T1239v1TS091_1o__T1239v1TS014_5o	17744	20092	37836	0.78058	0.79487	0.78058	0.141415	0.502327	0.141415	1.2	0.591	0.578	0.578	0.543	0.596	0.293	0.274	0.293	0.274	0.661
T1239v1TS091_1o__T1239v1TS262_5o	17744	20088	37832	0.780828	0.780828	0.780828	0.664618	0.664618	0.664618	1.25	0.744	0.84	0.84	0.789	0.76	0.374	0.338	0.374	0.338	0.687
T1239v1TS091_3o__T1239v1TS022_5o	17744	20092	37836	0.750369	0.764771	0.750369	0.112478	0.452038	0.112478	1.32	0.507	0.62	0.621	0.617	0.555	0.277	0.242	0.277	0.242	0.687
T1239v1TS091_4o__T1239v1TS110_4o	20092	20092	40184	0.774393	0.788926	0.774393	0.130351	0.627146	0.130351	1.3	0.736	0.706	0.706	0.708	0.609	0.442	0.428	0.442	0.428	0.496
T1239v1TS091_4o__T1239v1TS319_4o	20092	20092	40184	0.768717	0.781421	0.768717	0.128243	0.561381	0.128243	1.34	0.715	0.673	0.673	0.631	0.589	0.396	0.391	0.396	0.391	0.5
T1239v1TS091_5o__T1239v1TS167_2o	20092	20092	40184	0.818884	0.818956	0.818884	0.532251	0.532605	0.532251	1.33	0.647	0.618	0.618	0.611	0.732	0.364	0.321	0.364	0.321	0.801
T1239v1TS091_5o__T1239v1TS208_4o	20092	20092	40184	0.7749	0.774936	0.7749	0.584865	0.584969	0.584865	1.34	0.662	0.78	0.78	0.751	0.602	0.363	0.302	0.363	0.302	0.726
T1239v1TS110_2o__T1239v1TS028_4o	20092	20092	40184	0.882101	0.897576	0.882101	0.205899	0.855613	0.205899	1.3	0.944	0.915	0.915	0.91	0.89	0.716	0.724	0.716	0.724	0.871
T1239v1TS110_3o__T1239v1TS489_5o	20092	20092	40184	0.882343	0.89625	0.882343	0.223949	0.717342	0.223949	1.31	0.795	0.917	0.917	0.822	0.782	0.744	0.727	0.744	0.727	0.912
T1239v1TS110_4o__T1239v1TS014_6o	20092	20092	40184	0.751675	0.760564	0.751675	0.150287	0.445285	0.150287	1.28	0.491	0.509	0.509	0.508	0.512	0.254	0.243	0.254	0.243	0.635
T1239v1TS110_4o__T1239v1TS319_3o	20092	20092	40184	0.80317	0.803304	0.80317	0.468812	0.469035	0.468812	1.43	0.508	0.521	0.521	0.54	0.466	0.268	0.256	0.268	0.256	0.613
T1239v1TS145_1o__T1239v1TS022_1o	20092	20092	40184	0.776378	0.789071	0.776378	0.153941	0.524093	0.153941	1.3	0.602	0.789	0.789	0.667	0.626	0.294	0.263	0.294	0.263	0.642
T1239v1TS145_1o__T1239v1TS235_2o	20092	20092	40184	0.788249	0.788249	0.788249	0.569788	0.569788	0.569788	1.36	0.592	0.817	0.817	0.769	0.699	0.352	0.307	0.352	0.307	0.625
T1239v1TS145_4o__T1239v1TS145_2o	20092	20092	40184	0.831789	0.846359	0.831789	0.265564	0.623811	0.265564	1.32	0.677	0.572	0.572	0.678	0.65	0.507	0.381	0.507	0.381	0.84
T1239v1TS163_1o__T1239v1TS028_2o	20088	20092	40180	0.755271	0.766078	0.755271	0.116477	0.326883	0.116477	1.33	0.509	0.38	0.38	0.422	0.422	0.15	0.107	0.15	0.107	0.668
T1239v1TS163_4o__T1239v1TS262_1o	20088	20088	40176	0.739936	0.739983	0.739936	0.365147	0.365296	0.365147	1.28	0.606	0.381	0.381	0.436	0.524	0.177	0.119	0.177	0.119	0.592
T1239v1TS163_5o__T1239v1TS091_4o	20088	20092	40180	0.755012	0.772468	0.755012	0.008312	0.414241	0.008312	1.33	0.527	0.554	0.554	0.579	0.525	0.186	0.171	0.186	0.171	0.507
T1239v1TS167_2o__T1239v1TS489_4o	20092	20092	40184	0.796542	0.810687	0.796542	0.237439	0.625939	0.237439	1.46	0.665	0.725	0.725	0.786	0.677	0.262	0.249	0.262	0.249	0.661
T1239v1TS167_3o__T1239v1TS091_4o	20092	20092	40184	0.757166	0.769368	0.757166	0.198853	0.500608	0.198853	1.32	0.618	0.644	0.644	0.668	0.614	0.232	0.207	0.232	0.207	0.547
T1239v1TS167_3o__T1239v1TS163_1o	20092	20088	40180	0.762771	0.77614	0.762771	0.131145	0.463768	0.131145	1.31	0.512	0.351	0.351	0.434	0.525	0.258	0.234	0.258	0.234	0.719
T1239v1TS198_1o__T1239v1TS304_5o	20092	10046	30138	0.393162	0.396094	0.393162	0.006054	0.084751	0.006054	0.88	0.09	0.161	0.489	0.162	0.138	0.171	0.171	0.028	0.036	0.318
T1239v1TS198_2o__T1239v1TS015_3o	20092	20092	40184	0.707655	0.728529	0.707655	0.007848	0.514972	0.007848	1.28	0.595	0.279	0.279	0.372	0.46	0.231	0.226	0.231	0.226	0.702
T1239v1TS198_3o__T1239v1TS014_6o	20092	20092	40184	0.772695	0.772853	0.772695	0.361493	0.361493	0.361493	1.27	0.528	0.335	0.335	0.469	0.529	0.213	0.161	0.213	0.161	0.808
T1239v1TS198_4o__T1239v1TS286_5o	20092	20092	40184	0.754865	0.764969	0.754865	0.152158	0.42363	0.152158	1.45	0.509	0.592	0.592	0.556	0.532	0.342	0.269	0.342	0.269	0.704
T1239v1TS204_2o__T1239v1TS033_3o	20092	20088	40180	0.798373	0.798498	0.798373	0.675582	0.677603	0.675582	1.34	0.796	0.698	0.698	0.696	0.623	0.435	0.43	0.435	0.43	0.626
T1239v1TS204_4o__T1239v1TS110_2o	20092	20092	40184	0.808565	0.808565	0.808565	0.559502	0.559502	0.559502	1.31	0.641	0.673	0.673	0.729	0.631	0.237	0.235	0.237	0.235	0.753
T1239v1TS204_4o__T1239v1TS456_4o	20092	20092	40184	0.794474	0.794474	0.794474	0.513333	0.513333	0.513333	1.36	0.577	0.669	0.669	0.681	0.552	0.234	0.233	0.234	0.233	0.667
T1239v1TS204_4o__T1239v1TS489_3o	20092	20092	40184	0.767885	0.782972	0.767885	0.076375	0.523163	0.076375	1.32	0.542	0.665	0.665	0.676	0.54	0.247	0.242	0.247	0.242	0.679
T1239v1TS208_1o__T1239v1TS014_4o	20092	20092	40184	0.730328	0.742872	0.730328	0.19544	0.620559	0.19544	1.28	0.722	0.645	0.645	0.618	0.618	0.431	0.422	0.431	0.422	0.588
T1239v1TS208_1o__T1239v1TS456_2o	20092	19756	39848	0.731759	0.731759	0.731759	0.672485	0.672785	0.672485	1.26	0.725	0.518	0.518	0.536	0.592	0.496	0.491	0.496	0.491	0.693
T1239v1TS208_2o__T1239v1TS331_3o	20092	20092	40184	0.804169	0.804249	0.804169	0.694799	0.695584	0.694799	1.27	0.802	0.695	0.695	0.704	0.645	0.505	0.506	0.505	0.506	0.692
T1239v1TS231_1o__T1239v1TS262_5o	20088	20088	40176	0.783502	0.783592	0.783502	0.588581	0.588896	0.588581	1.3	0.657	0.759	0.759	0.758	0.689	0.408	0.347	0.408	0.347	0.655
T1239v1TS235_2o__T1239v1TS015_5o	20092	20092	40184	0.663165	0.674075	0.663165	0.175004	0.62472	0.175004	1.51	0.686	0.338	0.338	0.406	0.38	0.372	0.358	0.372	0.358	0.61
T1239v1TS235_4o__T1239v1TS450_4o	20092	20092	40184	0.847033	0.847033	0.847033	0.634827	0.634827	0.634827	1.31	0.685	0.654	0.654	0.65	0.638	0.32	0.326	0.32	0.326	0.851
T1239v1TS241_1o__T1239v1TS272_1o	10046	20088	30134	0.774645	0.776984	0.774645	0	0.02461	0	0.95	0.029	0.005	0.021	0.009	0.038	0.013	0.013	0.013	0.013	0.358
T1239v1TS241_1o__T1239v1TS345_2o	10046	20092	30138	0.804879	0.813371	0.804879	0.018804	0.460285	0.018804	0.91	0.493	0.183	0.484	0.249	0.163	0.212	0.212	0.212	0.212	0.528
T1239v1TS241_5o__T1239v1TS028_4o	10046	20092	30138	0.801177	0.810092	0.801177	0.030789	0.828313	0.030789	0.93	0.9	0.245	0.964	0.33	0.244	0.617	0.617	0.617	0.617	0.815
T1239v1TS241_5o__T1239v1TS294_1o	10046	20092	30138	0.795137	0.803689	0.795137	0.027954	0.75843	0.027954	0.96	0.83	0.185	0.742	0.248	0.172	0.492	0.492	0.492	0.492	0.634
T1239v1TS262_2o__T1239v1TS022_5o	20088	20092	40180	0.780981	0.793595	0.780981	0.108617	0.532655	0.108617	1.3	0.67	0.806	0.806	0.683	0.658	0.434	0.437	0.434	0.437	0.851
T1239v1TS262_2o__T1239v1TS319_4o	20088	20092	40180	0.762065	0.762065	0.762065	0.546635	0.546921	0.546635	1.29	0.681	0.671	0.671	0.607	0.553	0.379	0.38	0.379	0.38	0.612
T1239v1TS262_2o__T1239v1TS489_3o	20088	20092	40180	0.832032	0.847402	0.832032	0.253243	0.758759	0.253243	1.32	0.893	0.966	0.966	0.863	0.865	0.759	0.76	0.759	0.76	0.933
T1239v1TS267_1o__T1239v1TS481_3o	20092	20092	40184	0.751551	0.751597	0.751551	0.524633	0.524633	0.524633	1.65	0.597	0.742	0.742	0.694	0.63	0.29	0.246	0.29	0.246	0.568
T1239v1TS267_2o__T1239v1TS014_4o	20092	20092	40184	0.771348	0.79135	0.771348	0.152435	0.656086	0.152435	1.24	0.746	0.592	0.592	0.668	0.572	0.296	0.262	0.296	0.262	0.587
T1239v1TS267_3o__T1239v1TS286_5o	20092	20092	40184	0.7332	0.733583	0.7332	0.378048	0.378878	0.378048	1.33	0.463	0.574	0.574	0.51	0.478	0.183	0.17	0.183	0.17	0.597
T1239v1TS267_5o__T1239v1TS286_2o	20092	20092	40184	0.758343	0.758828	0.758343	0.369919	0.371875	0.369919	1.48	0.461	0.54	0.54	0.483	0.438	0.253	0.191	0.253	0.191	0.612
T1239v1TS267_5o__T1239v1TS425_2o	20092	20092	40184	0.750149	0.76324	0.750149	0.198874	0.531841	0.198874	1.3	0.554	0.699	0.699	0.66	0.604	0.334	0.262	0.334	0.262	0.633
T1239v1TS272_4o__T1239v1TS014_5o	20088	20092	40180	0.724571	0.730087	0.724571	0	0.286731	0	1.31	0.41	0.124	0.124	0.233	0.21	0.286	0.177	0.286	0.177	0.358
T1239v1TS272_5o__T1239v1TS028_3o	20088	20092	40180	0.834549	0.838338	0.834549	0.007906	0.124326	0.007906	1.56	0.219	0.076	0.076	0.151	0.161	0.17	0.093	0.17	0.093	0.429
T1239v1TS286_2o__T1239v1TS286_5o	20092	20092	40184	0.792626	0.792626	0.792626	0.586961	0.588409	0.586961	1.38	0.67	0.564	0.564	0.656	0.582	0.272	0.265	0.272	0.265	0.643
T1239v1TS294_1o__T1239v1TS110_4o	20092	20092	40184	0.819813	0.819813	0.819813	0.578274	0.57872	0.578274	1.28	0.638	0.648	0.648	0.697	0.549	0.361	0.32	0.361	0.32	0.713
T1239v1TS294_1o__T1239v1TS235_4o	20092	20092	40184	0.815629	0.815629	0.815629	0.59965	0.59969	0.59965	1.59	0.673	0.748	0.748	0.713	0.558	0.408	0.363	0.408	0.363	0.62
T1239v1TS294_1o__T1239v1TS481_3o	20092	20092	40184	0.878479	0.878479	0.878479	0.687676	0.687676	0.687676	1.29	0.767	0.836	0.836	0.807	0.78	0.468	0.425	0.468	0.425	0.718
T1239v1TS294_4o__T1239v1TS345_3o	20092	20092	40184	0.789424	0.804977	0.789424	0.129128	0.669668	0.129128	1.34	0.772	0.727	0.727	0.757	0.644	0.455	0.456	0.455	0.456	0.61
T1239v1TS294_5o__T1239v1TS167_2o	20092	20092	40184	0.79394	0.808487	0.79394	0.301746	0.822479	0.301746	1.33	0.942	0.717	0.717	0.768	0.69	0.589	0.597	0.589	0.597	0.684
T1239v1TS294_5o__T1239v1TS267_1o	20092	20092	40184	0.701763	0.71364	0.701763	0.216014	0.63708	0.216014	1.49	0.738	0.701	0.701	0.635	0.606	0.411	0.403	0.411	0.403	0.581
T1239v1TS294_5o__T1239v1TS425_2o	20092	20092	40184	0.887137	0.887271	0.887137	0.77823	0.779326	0.77823	1.41	0.907	0.919	0.919	0.857	0.848	0.704	0.71	0.704	0.71	0.869
T1239v1TS304_1o__T1239v1TS456_5o	10046	20092	30138	0.797409	0.804899	0.797409	0.026951	0.693652	0.026951	0.93	0.736	0.153	0.847	0.23	0.147	0.411	0.411	0.411	0.411	0.591
T1239v1TS304_2o__T1239v1TS294_4o	10046	20092	30138	0.79908	0.807781	0.79908	0.019653	0.5347	0.019653	0.99	0.56	0.194	0.675	0.263	0.191	0.212	0.212	0.212	0.212	0.616
T1239v1TS304_4o__T1239v1TS235_3o	10046	20092	30138	0.778001	0.786615	0.778001	0.018232	0.476311	0.018232	1.02	0.498	0.197	0.623	0.273	0.178	0.208	0.208	0.208	0.208	0.638
T1239v1TS304_4o__T1239v1TS272_1o	10046	20088	30134	0.767088	0.769803	0.767088	0	0.024997	0	0.98	0.031	0.005	0.024	0.009	0.04	0.013	0.013	0.013	0.013	0.349
T1239v1TS304_5o__T1239v1TS331_5o	10046	20092	30138	0.81681	0.822968	0.81681	0.023623	0.447206	0.023623	1.01	0.447	0.153	0.417	0.202	0.126	0.212	0.212	0.212	0.212	0.558
T1239v1TS319_2o__T1239v1TS022_3o	20092	19756	39848	0.7192	0.73125	0.7192	0.233387	0.64146	0.233387	1.28	0.704	0.498	0.499	0.539	0.565	0.441	0.441	0.441	0.441	0.673
T1239v1TS319_2o__T1239v1TS163_4o	20092	20088	40180	0.747821	0.759063	0.747821	0.223849	0.603749	0.223849	1.31	0.691	0.394	0.394	0.442	0.516	0.386	0.383	0.386	0.383	0.69
T1239v1TS319_4o__T1239v1TS147_5o	20092	20092	40184	0.794594	0.808747	0.794594	0.090465	0.522745	0.090465	1.31	0.579	0.568	0.568	0.594	0.554	0.284	0.257	0.284	0.257	0.599
T1239v1TS325_1o__T1239v1TS450_3o	20092	20092	40184	0.790877	0.804937	0.790877	0.329646	0.795718	0.329646	1.3	0.934	0.658	0.658	0.747	0.696	0.573	0.58	0.573	0.58	0.693
T1239v1TS331_1o__T1239v1TS231_2o	20092	20088	40180	0.846737	0.846825	0.846737	0.575693	0.576709	0.575693	1.32	0.571	0.558	0.558	0.611	0.554	0.278	0.274	0.278	0.274	0.759
T1239v1TS331_2o__T1239v1TS028_2o	20092	20092	40184	0.864164	0.878319	0.864164	0.13519	0.614248	0.13519	1.31	0.737	0.818	0.818	0.766	0.753	0.491	0.488	0.491	0.488	0.841
T1239v1TS331_3o__T1239v1TS028_3o	20092	20092	40184	0.765383	0.777354	0.765383	0.115115	0.424794	0.115115	1.41	0.498	0.636	0.636	0.644	0.532	0.242	0.213	0.242	0.213	0.644
T1239v1TS331_3o__T1239v1TS331_4o	20092	20092	40184	0.797661	0.798053	0.797661	0.409013	0.409191	0.409013	1.28	0.49	0.543	0.543	0.556	0.507	0.236	0.206	0.236	0.206	0.631
T1239v1TS331_5o__T1239v1TS091_4o	20092	20092	40184	0.785875	0.786509	0.785875	0.535569	0.536203	0.535569	1.31	0.588	0.677	0.677	0.671	0.625	0.294	0.274	0.294	0.274	0.525
T1239v1TS345_2o__T1239v1TS163_3o	20092	20088	40180	0.759956	0.776553	0.759956	0.011285	0.569787	0.011285	1.3	0.616	0.472	0.472	0.511	0.442	0.355	0.312	0.355	0.312	0.592
T1239v1TS369_2o__T1239v1TS489_1o	20092	20092	40184	0.786349	0.801826	0.786349	0.199975	0.629428	0.199975	1.36	0.672	0.78	0.78	0.77	0.687	0.277	0.256	0.277	0.256	0.673
T1239v1TS425_2o__T1239v1TS091_3o	20092	17744	37836	0.681561	0.694267	0.681561	0.330923	0.788809	0.330923	1.23	0.885	0.709	0.709	0.731	0.693	0.547	0.553	0.547	0.553	0.656
T1239v1TS425_3o__T1239v1TS198_5o	20092	20092	40184	0.778457	0.778457	0.778457	0.529416	0.529893	0.529416	1.44	0.616	0.551	0.551	0.583	0.645	0.312	0.292	0.312	0.292	0.7
T1239v1TS450_1o__T1239v1TS167_3o	20092	20092	40184	0.870997	0.870997	0.870997	0.758013	0.758013	0.758013	1.35	0.846	0.796	0.796	0.795	0.79	0.627	0.633	0.627	0.633	0.917
T1239v1TS450_3o__T1239v1TS462_1o	20092	20092	40184	0.799886	0.814907	0.799886	0.149553	0.523247	0.149553	1.31	0.629	0.589	0.589	0.652	0.713	0.23	0.203	0.23	0.203	0.637
T1239v1TS450_4o__T1239v1TS022_1o	20092	20092	40184	0.784848	0.784848	0.784848	0.45276	0.453442	0.45276	1.35	0.524	0.656	0.656	0.63	0.574	0.198	0.184	0.198	0.184	0.558
T1239v1TS456_1o__T1239v1TS241_5o	20092	10046	30138	0.40199	0.406048	0.40199	0.002682	0.163242	0.002682	0.92	0.17	0.243	0.932	0.317	0.22	0.51	0.51	0.085	0.111	0.387
T1239v1TS456_5o__T1239v1TS272_4o	20092	20088	40180	0.817224	0.825767	0.817224	0	0.234969	0	1.34	0.241	0.189	0.189	0.299	0.263	0.066	0.088	0.066	0.088	0.314
T1239v1TS462_3o__T1239v1TS489_4o	20092	20092	40184	0.778766	0.800631	0.778766	0.009722	0.675485	0.009722	1.28	0.768	0.857	0.857	0.787	0.694	0.358	0.319	0.358	0.319	0.656
T1239v1TS462_5o__T1239v1TS147_5o	20092	20092	40184	0.796622	0.817033	0.796622	0.008199	0.724805	0.008199	1.68	0.859	0.716	0.716	0.709	0.608	0.447	0.43	0.447	0.43	0.509
T1239v1TS481_2o__T1239v1TS145_1o	20092	20092	40184	0.752386	0.766218	0.752386	0.206419	0.70827	0.206419	1.53	0.791	0.806	0.806	0.742	0.672	0.478	0.468	0.478	0.468	0.591
T1239v1TS481_2o__T1239v1TS241_1o	20092	10046	30138	0.38414	0.388186	0.38414	0.001012	0.147284	0.001012	0.9	0.165	0.199	0.633	0.264	0.17	0.519	0.519	0.087	0.098	0.333
T1239v1TS481_2o__T1239v1TS319_3o	20092	20092	40184	0.803744	0.803864	0.803744	0.79413	0.79413	0.79413	1.29	0.844	0.725	0.725	0.731	0.64	0.579	0.573	0.579	0.573	0.676
T1239v1TS489_1o__T1239v1TS489_4o	20092	20092	40184	0.940102	0.940102	0.940102	0.865122	0.865938	0.865122	1.34	0.963	0.98	0.98	0.939	0.925	0.917	0.919	0.917	0.919	0.983
T1239v1TS489_2o__T1239v1TS345_3o	20092	20092	40184	0.78854	0.803614	0.78854	0.13741	0.637353	0.13741	1.33	0.743	0.722	0.722	0.71	0.593	0.42	0.414	0.42	0.414	0.602
T1239v1TS489_3o__T1239v1TS319_1o	20092	20092	40184	0.801483	0.816909	0.801483	0.133606	0.657239	0.133606	1.28	0.735	0.621	0.621	0.674	0.553	0.452	0.44	0.452	0.44	0.64
T1239v2TS014_1o__T1239v2TS272_4o	20092	20088	40180	0.716757	0.72296	0.716757	0	0.143029	0	1.3	0.171	0.126	0.126	0.233	0.2	0.081	0.064	0.081	0.064	0.358
T1239v2TS014_6o__T1239v2TS015_3o	20092	20092	40184	0.679605	0.69397	0.679605	0.005559	0.351148	0.005559	1.3	0.467	0.224	0.224	0.271	0.374	0.217	0.19	0.217	0.19	0.69
T1239v2TS015_1o__T1239v2TS286_2o	20092	20092	40184	0.735778	0.735853	0.735778	0.3508	0.350833	0.3508	1.28	0.497	0.416	0.416	0.442	0.536	0.218	0.16	0.218	0.16	0.637
T1239v2TS015_1o__T1239v2TS319_2o	20092	20092	40184	0.729251	0.740251	0.729251	0.133578	0.37129	0.133578	1.29	0.517	0.454	0.454	0.479	0.472	0.2	0.143	0.2	0.143	0.612
T1239v2TS015_1o__T1239v2TS462_5o	20092	20092	40184	0.769556	0.769597	0.769556	0.374689	0.374724	0.374689	1.31	0.532	0.394	0.394	0.434	0.543	0.227	0.175	0.227	0.175	0.639
T1239v2TS015_2o__T1239v2TS147_5o	20092	20092	40184	0.679638	0.692995	0.679638	0.003277	0.195643	0.003277	1.3	0.296	0.277	0.277	0.353	0.358	0.127	0.086	0.127	0.086	0.525
