model	rmsd
model_4cig_589.cif	7.24
model_4cig_600.cif	1.75
model_4cig_601.cif	7.72
model_4cig_639.cif	7.80
model_4cig_641.cif	5.43
model_4cig_645.cif	3.80
model_4cig_656.cif	4.74
model_4cig_669.cif	2.54
model_4cig_702.cif	1.76
model_4cig_707.cif	1.83
model_4cig_710.cif	1.94
model_4cig_716.cif	2.07
model_4cig_719.cif	2.16
model_4cig_738.cif	3.64
model_4cig_739.cif	5.21
model_4cig_750.cif	3.97
model_4cig_759.cif	3.97
model_4cig_762.cif	5.05
model_4cig_763.cif	2.71
model_4cig_766.cif	4.32
model_4cig_769.cif	5.21
model_4cig_770.cif	4.79
model_4cig_774.cif	4.63
model_4cig_780.cif	5.24
model_4cig_784.cif	2.57
model_4cig_786.cif	1.91
model_4cig_787.cif	1.79
model_4cig_788.cif	3.28
model_4cig_809.cif	1.14
model_4cig_83.cif	9.58
model_4cig_848.cif	2.40
model_4cig_851.cif	3.99
model_4cig_852.cif	4.14
model_4cig_860.cif	6.17
model_4cig_929.cif	3.00
model_4cig_947.cif	2.17
model_4cig_950.cif	2.83
model_4cig_956.cif	3.29
model_4cig_957.cif	3.85
model_4cig_98.cif	8.50
model_4cig_ligand.cif	0.00
model_4ciw_267.cif	0.46
model_4ciw_270.cif	0.64
model_4ciw_280.cif	0.62
model_4ciw_401.cif	0.94
model_4ciw_415.cif	2.89
model_4ciw_420.cif	2.97
model_4ciw_439.cif	2.77
model_4ciw_440.cif	1.96
model_4ciw_449.cif	3.53
model_4ciw_451.cif	0.78
model_4ciw_461.cif	1.67
model_4ciw_462.cif	1.96
model_4ciw_468.cif	0.93
model_4ciw_48.cif	0.40
model_4ciw_482.cif	1.12
model_4ciw_487.cif	1.26
model_4ciw_496.cif	1.21
model_4ciw_499.cif	3.87
model_4ciw_507.cif	0.99
model_4ciw_537.cif	7.17
model_4ciw_550.cif	0.97
model_4ciw_568.cif	3.30
model_4ciw_573.cif	1.24
model_4ciw_584.cif	2.14
model_4ciw_585.cif	7.14
model_4ciw_592.cif	2.04
model_4ciw_597.cif	2.59
model_4ciw_598.cif	0.88
model_4ciw_608.cif	3.11
model_4ciw_609.cif	2.94
model_4ciw_610.cif	3.20
model_4ciw_617.cif	3.20
model_4ciw_620.cif	3.04
model_4ciw_629.cif	3.13
model_4ciw_638.cif	6.29
model_4ciw_639.cif	3.36
model_4ciw_672.cif	3.27
model_4ciw_673.cif	2.71
model_4ciw_676.cif	2.81
model_4ciw_689.cif	2.87
model_4ciw_690.cif	6.44
model_4ciw_700.cif	1.46
model_4ciw_725.cif	1.10
model_4ciw_947.cif	1.11
model_4ciw_ligand.cif	0.00
model_4cr9_217.cif	1.97
model_4cr9_232.cif	3.13
model_4cr9_254.cif	3.39
model_4cr9_264.cif	2.16
model_4cr9_271.cif	2.97
model_4cr9_280.cif	3.48
model_4cr9_286.cif	1.98
model_4cr9_307.cif	2.29
model_4cr9_358.cif	0.95
model_4cr9_359.cif	1.57
model_4cr9_408.cif	2.35
model_4cr9_411.cif	1.77
model_4cr9_423.cif	1.85
model_4cr9_424.cif	1.63
model_4cr9_431.cif	2.19
model_4cr9_434.cif	2.73
model_4cr9_435.cif	1.49
model_4cr9_438.cif	4.20
model_4cr9_480.cif	2.61
model_4cr9_492.cif	3.19
model_4cr9_503.cif	4.82
model_4cr9_534.cif	4.01
model_4cr9_551.cif	3.68
model_4cr9_559.cif	3.19
model_4cr9_565.cif	3.69
model_4cr9_575.cif	4.04
model_4cr9_577.cif	5.20
model_4cr9_580.cif	4.04
model_4cr9_587.cif	2.03
model_4cr9_589.cif	4.50
model_4cr9_595.cif	2.74
model_4cr9_630.cif	2.58
model_4cr9_662.cif	5.93
model_4cr9_666.cif	3.09
model_4cr9_689.cif	4.38
model_4cr9_690.cif	1.66
model_4cr9_708.cif	7.04
model_4cr9_710.cif	4.96
model_4cr9_715.cif	9.54
model_4cr9_717.cif	9.17
model_4cr9_726.cif	3.50
model_4cr9_730.cif	8.51
model_4cr9_734.cif	5.85
model_4cr9_741.cif	6.26
model_4cr9_743.cif	8.35
model_4cr9_746.cif	7.33
model_4cr9_748.cif	3.95
model_4cr9_750.cif	6.73
model_4cr9_752.cif	9.31
model_4cr9_754.cif	9.30
model_4cr9_755.cif	4.25
model_4cr9_758.cif	5.77
model_4cr9_759.cif	4.40
model_4cr9_762.cif	7.67
model_4cr9_763.cif	9.16
model_4cr9_766.cif	5.90
model_4cr9_769.cif	5.77
model_4cr9_779.cif	6.60
model_4cr9_782.cif	5.10
model_4cr9_783.cif	9.16
model_4cr9_789.cif	6.32
model_4cr9_790.cif	6.39
model_4cr9_791.cif	5.92
model_4cr9_792.cif	9.72
model_4cr9_794.cif	6.95
model_4cr9_795.cif	7.62
model_4cr9_796.cif	6.20
model_4cr9_797.cif	7.23
model_4cr9_798.cif	8.04
model_4cr9_799.cif	9.86
model_4cr9_821.cif	9.77
model_4cr9_822.cif	5.21
model_4cr9_843.cif	7.33
model_4cr9_849.cif	1.77
model_4cr9_855.cif	8.52
model_4cr9_861.cif	9.27
model_4cr9_864.cif	6.62
model_4cr9_869.cif	8.54
model_4cr9_874.cif	7.44
model_4cr9_876.cif	7.55
model_4cr9_881.cif	8.21
model_4cr9_884.cif	8.95
model_4cr9_885.cif	8.99
model_4cr9_887.cif	8.10
model_4cr9_891.cif	5.25
model_4cr9_894.cif	6.01
model_4cr9_897.cif	8.22
model_4cr9_920.cif	1.41
model_4cr9_933.cif	6.84
model_4cr9_970.cif	7.22
model_4cr9_984.cif	7.38
model_4cr9_ligand.cif	0.00
model_4cra_102.cif	4.69
model_4cra_113.cif	1.79
model_4cra_119.cif	2.36
model_4cra_124.cif	5.92
model_4cra_126.cif	1.03
model_4cra_130.cif	1.84
model_4cra_151.cif	5.47
model_4cra_155.cif	0.53
model_4cra_175.cif	1.13
model_4cra_201.cif	7.13
model_4cra_204.cif	1.58
model_4cra_214.cif	6.86
model_4cra_219.cif	7.07
model_4cra_224.cif	0.71
model_4cra_230.cif	0.94
model_4cra_24.cif	8.11
model_4cra_240.cif	7.11
model_4cra_250.cif	4.86
model_4cra_258.cif	0.87
model_4cra_270.cif	1.80
model_4cra_276.cif	2.12
model_4cra_281.cif	0.71
model_4cra_283.cif	0.60
model_4cra_292.cif	1.87
model_4cra_296.cif	6.97
model_4cra_302.cif	3.97
model_4cra_307.cif	6.75
model_4cra_318.cif	0.47
model_4cra_354.cif	1.27
model_4cra_358.cif	6.76
model_4cra_364.cif	0.45
model_4cra_375.cif	5.31
model_4cra_378.cif	1.71
model_4cra_383.cif	3.05
model_4cra_4.cif	0.69
model_4cra_413.cif	3.96
model_4cra_422.cif	8.14
model_4cra_439.cif	5.78
model_4cra_441.cif	3.10
model_4cra_444.cif	6.69
model_4cra_448.cif	9.21
model_4cra_456.cif	4.91
model_4cra_470.cif	2.69
model_4cra_472.cif	4.72
model_4cra_477.cif	7.10
model_4cra_479.cif	8.36
model_4cra_496.cif	9.12
model_4cra_504.cif	2.11
model_4cra_523.cif	5.90
model_4cra_525.cif	3.80
model_4cra_533.cif	7.71
model_4cra_538.cif	3.63
model_4cra_540.cif	7.59
model_4cra_541.cif	3.10
model_4cra_547.cif	1.89
model_4cra_548.cif	5.14
model_4cra_549.cif	2.66
model_4cra_564.cif	8.42
model_4cra_566.cif	4.25
model_4cra_569.cif	6.66
model_4cra_572.cif	6.92
model_4cra_576.cif	5.69
model_4cra_578.cif	5.47
model_4cra_579.cif	2.21
model_4cra_580.cif	3.09
model_4cra_584.cif	4.47
model_4cra_589.cif	4.81
model_4cra_590.cif	2.86
model_4cra_591.cif	6.17
model_4cra_595.cif	6.34
model_4cra_596.cif	2.93
model_4cra_604.cif	8.13
model_4cra_61.cif	6.05
model_4cra_610.cif	8.18
model_4cra_624.cif	5.74
model_4cra_636.cif	5.49
model_4cra_644.cif	7.54
model_4cra_656.cif	4.58
model_4cra_658.cif	7.24
model_4cra_680.cif	7.42
model_4cra_689.cif	4.33
model_4cra_695.cif	3.31
model_4cra_716.cif	3.82
model_4cra_719.cif	0.99
model_4cra_720.cif	2.93
model_4cra_748.cif	4.53
model_4cra_795.cif	9.77
model_4cra_81.cif	8.96
model_4cra_827.cif	9.14
model_4cra_828.cif	9.37
model_4cra_830.cif	2.25
model_4cra_855.cif	8.27
model_4cra_861.cif	7.13
model_4cra_893.cif	9.49
model_4cra_905.cif	8.86
model_4cra_918.cif	9.63
model_4cra_941.cif	9.76
model_4cra_953.cif	9.21
model_4cra_967.cif	9.88
model_4cra_972.cif	8.98
model_4cra_ligand.cif	0.00
model_4crc_100.cif	7.42
model_4crc_106.cif	8.29
model_4crc_120.cif	8.36
model_4crc_126.cif	9.57
model_4crc_131.cif	0.88
model_4crc_132.cif	2.68
model_4crc_138.cif	1.85
model_4crc_140.cif	2.50
model_4crc_149.cif	1.82
model_4crc_164.cif	0.99
model_4crc_168.cif	0.96
model_4crc_175.cif	8.00
model_4crc_185.cif	0.82
model_4crc_192.cif	1.09
model_4crc_212.cif	0.94
model_4crc_215.cif	0.79
model_4crc_217.cif	0.88
model_4crc_263.cif	1.98
model_4crc_291.cif	0.85
model_4crc_314.cif	0.91
model_4crc_323.cif	4.70
model_4crc_368.cif	0.73
model_4crc_391.cif	3.44
model_4crc_401.cif	1.64
model_4crc_411.cif	5.72
model_4crc_412.cif	1.63
model_4crc_417.cif	7.66
model_4crc_423.cif	2.85
model_4crc_426.cif	2.55
model_4crc_443.cif	2.87
model_4crc_447.cif	3.30
model_4crc_464.cif	5.87
model_4crc_475.cif	5.46
model_4crc_480.cif	2.61
model_4crc_481.cif	3.86
model_4crc_485.cif	6.42
model_4crc_486.cif	3.89
model_4crc_493.cif	4.89
model_4crc_505.cif	1.88
model_4crc_509.cif	3.25
model_4crc_511.cif	3.43
model_4crc_517.cif	4.88
model_4crc_528.cif	4.82
model_4crc_533.cif	2.51
model_4crc_537.cif	3.57
model_4crc_538.cif	5.43
model_4crc_542.cif	5.04
model_4crc_544.cif	3.95
model_4crc_549.cif	5.52
model_4crc_557.cif	6.47
model_4crc_560.cif	5.40
model_4crc_561.cif	7.29
model_4crc_564.cif	2.84
model_4crc_569.cif	7.11
model_4crc_571.cif	4.98
model_4crc_574.cif	6.06
model_4crc_575.cif	4.89
model_4crc_586.cif	2.42
model_4crc_588.cif	4.91
model_4crc_590.cif	9.22
model_4crc_591.cif	5.60
model_4crc_592.cif	9.05
model_4crc_597.cif	7.51
model_4crc_618.cif	6.86
model_4crc_620.cif	5.44
model_4crc_626.cif	3.30
model_4crc_627.cif	6.40
model_4crc_633.cif	3.34
model_4crc_636.cif	2.42
model_4crc_644.cif	7.21
model_4crc_646.cif	9.98
model_4crc_648.cif	7.21
model_4crc_649.cif	5.86
model_4crc_656.cif	6.42
model_4crc_661.cif	7.00
model_4crc_665.cif	7.53
model_4crc_673.cif	4.30
model_4crc_680.cif	4.84
model_4crc_682.cif	6.33
model_4crc_685.cif	7.32
model_4crc_694.cif	6.72
model_4crc_716.cif	8.74
model_4crc_717.cif	1.83
model_4crc_724.cif	8.78
model_4crc_734.cif	9.20
model_4crc_743.cif	8.38
model_4crc_758.cif	8.05
model_4crc_770.cif	8.06
model_4crc_821.cif	6.47
model_4crc_840.cif	4.75
model_4crc_968.cif	1.57
model_4crc_99.cif	1.04
model_4crc_ligand.cif	0.00
model_4ddh_1.cif	0.45
model_4ddh_13.cif	0.86
model_4ddh_130.cif	1.56
model_4ddh_181.cif	5.91
model_4ddh_27.cif	1.97
model_4ddh_270.cif	1.94
model_4ddh_294.cif	0.69
model_4ddh_296.cif	2.03
model_4ddh_343.cif	5.94
model_4ddh_349.cif	6.62
model_4ddh_401.cif	4.43
model_4ddh_416.cif	0.99
model_4ddh_421.cif	5.82
model_4ddh_422.cif	3.23
model_4ddh_427.cif	1.25
model_4ddh_432.cif	0.97
model_4ddh_439.cif	2.12
model_4ddh_448.cif	5.06
model_4ddh_455.cif	4.97
model_4ddh_459.cif	4.71
model_4ddh_462.cif	3.71
model_4ddh_465.cif	2.68
model_4ddh_466.cif	2.01
model_4ddh_471.cif	4.50
model_4ddh_489.cif	4.14
model_4ddh_490.cif	2.53
model_4ddh_500.cif	3.00
model_4ddh_507.cif	4.35
model_4ddh_514.cif	0.97
model_4ddh_519.cif	0.57
model_4ddh_530.cif	2.92
model_4ddh_542.cif	3.22
model_4ddh_543.cif	2.00
model_4ddh_545.cif	3.67
model_4ddh_547.cif	2.78
model_4ddh_548.cif	1.63
model_4ddh_555.cif	4.94
model_4ddh_559.cif	3.67
model_4ddh_564.cif	5.02
model_4ddh_574.cif	1.99
model_4ddh_589.cif	1.85
model_4ddh_591.cif	4.79
model_4ddh_592.cif	5.97
model_4ddh_593.cif	5.42
model_4ddh_620.cif	3.70
model_4ddh_632.cif	6.87
model_4ddh_641.cif	1.80
model_4ddh_649.cif	5.32
model_4ddh_651.cif	2.42
model_4ddh_659.cif	6.87
model_4ddh_671.cif	5.37
model_4ddh_684.cif	7.26
model_4ddh_688.cif	1.56
model_4ddh_734.cif	0.95
model_4ddh_754.cif	5.62
model_4ddh_762.cif	7.71
model_4ddh_763.cif	7.70
model_4ddh_764.cif	7.68
model_4ddh_770.cif	6.21
model_4ddh_771.cif	3.59
model_4ddh_773.cif	6.71
model_4ddh_774.cif	6.69
model_4ddh_781.cif	7.82
model_4ddh_782.cif	2.18
model_4ddh_783.cif	6.84
model_4ddh_784.cif	4.55
model_4ddh_79.cif	0.80
model_4ddh_794.cif	6.94
model_4ddh_795.cif	7.10
model_4ddh_796.cif	8.10
model_4ddh_80.cif	3.29
model_4ddh_843.cif	3.04
model_4ddh_868.cif	6.50
model_4ddh_882.cif	3.96
model_4ddh_885.cif	6.38
model_4ddh_911.cif	0.30
model_4ddh_971.cif	4.78
model_4ddh_ligand.cif	0.00
model_4ddk_11.cif	2.91
model_4ddk_113.cif	6.26
model_4ddk_170.cif	7.39
model_4ddk_184.cif	2.78
model_4ddk_296.cif	3.85
model_4ddk_303.cif	0.26
model_4ddk_327.cif	0.31
model_4ddk_34.cif	2.83
model_4ddk_345.cif	0.46
model_4ddk_359.cif	0.82
model_4ddk_361.cif	0.57
model_4ddk_391.cif	0.42
model_4ddk_402.cif	2.87
model_4ddk_406.cif	0.60
model_4ddk_41.cif	3.03
model_4ddk_410.cif	0.91
model_4ddk_413.cif	3.30
model_4ddk_419.cif	2.35
model_4ddk_431.cif	1.74
model_4ddk_432.cif	1.34
model_4ddk_438.cif	1.95
model_4ddk_443.cif	1.01
model_4ddk_444.cif	1.57
model_4ddk_445.cif	4.35
model_4ddk_450.cif	1.30
model_4ddk_451.cif	4.34
model_4ddk_457.cif	4.79
model_4ddk_460.cif	2.47
model_4ddk_464.cif	2.10
model_4ddk_466.cif	5.69
model_4ddk_467.cif	4.28
model_4ddk_470.cif	1.56
model_4ddk_476.cif	3.30
model_4ddk_479.cif	5.87
model_4ddk_485.cif	6.21
model_4ddk_487.cif	2.96
model_4ddk_488.cif	5.67
model_4ddk_496.cif	4.33
model_4ddk_515.cif	5.60
model_4ddk_525.cif	4.64
model_4ddk_528.cif	4.58
model_4ddk_53.cif	9.62
model_4ddk_535.cif	4.88
model_4ddk_536.cif	7.07
model_4ddk_538.cif	4.51
model_4ddk_541.cif	2.07
model_4ddk_542.cif	5.13
model_4ddk_543.cif	5.89
model_4ddk_546.cif	0.98
model_4ddk_550.cif	6.97
model_4ddk_568.cif	3.45
model_4ddk_580.cif	7.32
model_4ddk_583.cif	1.70
model_4ddk_59.cif	8.61
model_4ddk_596.cif	6.67
model_4ddk_606.cif	6.89
model_4ddk_621.cif	4.23
model_4ddk_628.cif	5.56
model_4ddk_632.cif	3.88
model_4ddk_642.cif	1.26
model_4ddk_644.cif	7.55
model_4ddk_650.cif	3.84
model_4ddk_651.cif	7.80
model_4ddk_652.cif	3.20
model_4ddk_660.cif	6.33
model_4ddk_664.cif	2.95
model_4ddk_672.cif	1.29
model_4ddk_680.cif	5.96
model_4ddk_684.cif	6.52
model_4ddk_689.cif	7.66
model_4ddk_696.cif	6.16
model_4ddk_709.cif	7.45
model_4ddk_726.cif	8.69
model_4ddk_751.cif	3.74
model_4ddk_755.cif	7.36
model_4ddk_767.cif	8.20
model_4ddk_771.cif	8.09
model_4ddk_773.cif	8.40
model_4ddk_776.cif	6.53
model_4ddk_78.cif	3.49
model_4ddk_782.cif	7.93
model_4ddk_811.cif	9.80
model_4ddk_812.cif	9.73
model_4ddk_813.cif	9.99
model_4ddk_815.cif	9.99
model_4ddk_820.cif	7.09
model_4ddk_836.cif	8.06
model_4ddk_872.cif	8.36
model_4ddk_878.cif	8.77
model_4ddk_881.cif	8.35
model_4ddk_882.cif	8.07
model_4ddk_89.cif	5.52
model_4ddk_925.cif	9.75
model_4ddk_939.cif	0.87
model_4ddk_951.cif	9.86
model_4ddk_953.cif	9.86
model_4ddk_959.cif	9.85
model_4ddk_962.cif	5.66
model_4ddk_970.cif	6.33
model_4ddk_ligand.cif	0.00
model_4de1_105.cif	9.30
model_4de1_110.cif	4.24
model_4de1_127.cif	6.24
model_4de1_14.cif	9.15
model_4de1_142.cif	9.09
model_4de1_150.cif	9.68
model_4de1_176.cif	9.34
model_4de1_190.cif	0.24
model_4de1_191.cif	7.92
model_4de1_195.cif	0.77
model_4de1_196.cif	7.38
model_4de1_199.cif	5.96
model_4de1_203.cif	7.12
model_4de1_215.cif	0.47
model_4de1_237.cif	0.77
model_4de1_25.cif	7.85
model_4de1_275.cif	0.89
model_4de1_277.cif	0.83
model_4de1_289.cif	0.46
model_4de1_292.cif	0.59
model_4de1_309.cif	4.48
model_4de1_317.cif	4.24
model_4de1_340.cif	6.48
model_4de1_366.cif	0.56
model_4de1_370.cif	9.07
model_4de1_405.cif	7.05
model_4de1_407.cif	5.21
model_4de1_408.cif	4.55
model_4de1_412.cif	6.92
model_4de1_424.cif	1.08
model_4de1_425.cif	5.34
model_4de1_426.cif	1.28
model_4de1_431.cif	8.32
model_4de1_432.cif	0.98
model_4de1_433.cif	1.46
model_4de1_436.cif	7.32
model_4de1_438.cif	1.33
model_4de1_440.cif	8.22
model_4de1_458.cif	6.22
model_4de1_460.cif	7.96
model_4de1_466.cif	3.83
model_4de1_474.cif	7.06
model_4de1_482.cif	3.99
model_4de1_484.cif	1.74
model_4de1_487.cif	4.18
model_4de1_491.cif	6.24
model_4de1_509.cif	2.38
model_4de1_514.cif	2.91
model_4de1_519.cif	3.03
model_4de1_521.cif	2.75
model_4de1_531.cif	7.50
model_4de1_538.cif	3.40
model_4de1_541.cif	3.65
model_4de1_545.cif	5.86
model_4de1_550.cif	4.38
model_4de1_552.cif	4.28
model_4de1_553.cif	1.82
model_4de1_558.cif	6.17
model_4de1_564.cif	2.28
model_4de1_567.cif	1.78
model_4de1_575.cif	3.86
model_4de1_579.cif	5.29
model_4de1_581.cif	1.56
model_4de1_582.cif	3.01
model_4de1_586.cif	4.79
model_4de1_590.cif	4.65
model_4de1_593.cif	5.53
model_4de1_596.cif	5.15
model_4de1_598.cif	3.18
model_4de1_620.cif	3.44
model_4de1_633.cif	1.72
model_4de1_636.cif	6.18
model_4de1_659.cif	5.28
model_4de1_661.cif	1.85
model_4de1_664.cif	6.46
model_4de1_667.cif	2.66
model_4de1_674.cif	2.12
model_4de1_675.cif	2.82
model_4de1_676.cif	2.03
model_4de1_682.cif	4.82
model_4de1_697.cif	6.57
model_4de1_699.cif	2.55
model_4de1_711.cif	6.74
model_4de1_715.cif	5.74
model_4de1_728.cif	9.27
model_4de1_733.cif	9.17
model_4de1_738.cif	5.53
model_4de1_742.cif	8.97
model_4de1_744.cif	9.11
model_4de1_745.cif	8.91
model_4de1_748.cif	9.12
model_4de1_749.cif	8.99
model_4de1_750.cif	8.98
model_4de1_753.cif	8.91
model_4de1_755.cif	8.94
model_4de1_759.cif	8.80
model_4de1_761.cif	8.74
model_4de1_811.cif	7.48
model_4de1_84.cif	3.27
model_4de1_88.cif	2.54
model_4de1_ligand.cif	0.00
model_4de2_108.cif	0.72
model_4de2_129.cif	9.68
model_4de2_137.cif	1.01
model_4de2_138.cif	3.01
model_4de2_148.cif	1.50
model_4de2_158.cif	9.65
model_4de2_166.cif	7.30
model_4de2_175.cif	9.68
model_4de2_2.cif	3.42
model_4de2_214.cif	0.73
model_4de2_224.cif	7.62
model_4de2_236.cif	7.18
model_4de2_246.cif	7.00
model_4de2_268.cif	7.68
model_4de2_287.cif	8.09
model_4de2_290.cif	0.74
model_4de2_291.cif	0.90
model_4de2_292.cif	0.58
model_4de2_305.cif	0.71
model_4de2_333.cif	0.43
model_4de2_338.cif	1.11
model_4de2_371.cif	0.85
model_4de2_381.cif	2.89
model_4de2_385.cif	0.74
model_4de2_401.cif	8.14
model_4de2_410.cif	8.48
model_4de2_427.cif	9.18
model_4de2_441.cif	1.67
model_4de2_450.cif	8.87
model_4de2_451.cif	2.01
model_4de2_459.cif	3.86
model_4de2_468.cif	6.86
model_4de2_469.cif	3.20
model_4de2_483.cif	2.02
model_4de2_490.cif	4.43
model_4de2_501.cif	4.97
model_4de2_506.cif	4.57
model_4de2_512.cif	2.42
model_4de2_513.cif	3.71
model_4de2_514.cif	5.48
model_4de2_521.cif	4.36
model_4de2_522.cif	5.77
model_4de2_523.cif	1.95
model_4de2_526.cif	7.37
model_4de2_542.cif	4.60
model_4de2_544.cif	8.15
model_4de2_546.cif	8.35
model_4de2_557.cif	3.90
model_4de2_560.cif	2.52
model_4de2_561.cif	5.51
model_4de2_562.cif	5.22
model_4de2_567.cif	2.06
model_4de2_571.cif	5.18
model_4de2_572.cif	2.97
model_4de2_575.cif	1.82
model_4de2_577.cif	1.14
model_4de2_58.cif	2.38
model_4de2_580.cif	2.55
model_4de2_583.cif	6.23
model_4de2_584.cif	3.19
model_4de2_590.cif	4.47
model_4de2_595.cif	6.49
model_4de2_596.cif	6.00
model_4de2_600.cif	8.34
model_4de2_607.cif	5.46
model_4de2_612.cif	3.98
model_4de2_622.cif	7.57
model_4de2_623.cif	4.72
model_4de2_641.cif	8.56
model_4de2_653.cif	6.29
model_4de2_670.cif	6.87
model_4de2_673.cif	5.71
model_4de2_676.cif	5.30
model_4de2_694.cif	8.29
model_4de2_715.cif	6.96
model_4de2_724.cif	1.20
model_4de2_737.cif	6.21
model_4de2_738.cif	3.54
model_4de2_749.cif	0.92
model_4de2_76.cif	2.60
model_4de2_762.cif	7.62
model_4de2_769.cif	5.35
model_4de2_773.cif	8.60
model_4de2_778.cif	9.88
model_4de2_781.cif	7.55
model_4de2_782.cif	7.11
model_4de2_788.cif	4.18
model_4de2_790.cif	6.78
model_4de2_795.cif	6.94
model_4de2_821.cif	4.72
model_4de2_826.cif	1.94
model_4de2_866.cif	4.85
model_4de2_881.cif	1.58
model_4de2_942.cif	9.28
model_4de2_943.cif	7.44
model_4de2_952.cif	3.93
model_4de2_974.cif	9.98
model_4de2_ligand.cif	0.00
model_4de3_112.cif	6.26
model_4de3_209.cif	7.05
model_4de3_211.cif	0.97
model_4de3_217.cif	6.87
model_4de3_232.cif	1.85
model_4de3_234.cif	6.97
model_4de3_245.cif	0.86
model_4de3_249.cif	5.40
model_4de3_252.cif	7.10
model_4de3_254.cif	0.62
model_4de3_260.cif	0.98
model_4de3_270.cif	1.05
model_4de3_275.cif	0.98
model_4de3_282.cif	6.92
model_4de3_283.cif	1.42
model_4de3_288.cif	1.23
model_4de3_293.cif	4.02
model_4de3_322.cif	0.54
model_4de3_350.cif	0.97
model_4de3_358.cif	0.53
model_4de3_361.cif	5.03
model_4de3_371.cif	0.56
model_4de3_375.cif	0.40
model_4de3_419.cif	1.24
model_4de3_429.cif	3.44
model_4de3_461.cif	7.15
model_4de3_467.cif	1.63
model_4de3_474.cif	1.82
model_4de3_477.cif	2.51
model_4de3_481.cif	6.66
model_4de3_483.cif	5.20
model_4de3_495.cif	1.94
model_4de3_499.cif	2.11
model_4de3_510.cif	4.82
model_4de3_513.cif	3.09
model_4de3_519.cif	3.11
model_4de3_533.cif	7.25
model_4de3_539.cif	2.42
model_4de3_545.cif	7.98
model_4de3_555.cif	3.77
model_4de3_556.cif	4.32
model_4de3_557.cif	2.82
model_4de3_560.cif	6.95
model_4de3_563.cif	3.01
model_4de3_564.cif	3.96
model_4de3_569.cif	4.32
model_4de3_572.cif	7.08
model_4de3_576.cif	2.51
model_4de3_583.cif	5.04
model_4de3_591.cif	2.66
model_4de3_593.cif	1.75
model_4de3_594.cif	1.89
model_4de3_599.cif	3.77
model_4de3_631.cif	5.32
model_4de3_634.cif	2.37
model_4de3_655.cif	4.79
model_4de3_660.cif	4.88
model_4de3_661.cif	5.58
model_4de3_666.cif	4.86
model_4de3_669.cif	6.22
model_4de3_673.cif	6.16
model_4de3_681.cif	8.57
model_4de3_688.cif	3.43
model_4de3_691.cif	2.04
model_4de3_694.cif	3.33
model_4de3_695.cif	2.03
model_4de3_717.cif	9.63
model_4de3_740.cif	5.49
model_4de3_746.cif	3.49
model_4de3_748.cif	4.97
model_4de3_756.cif	8.36
model_4de3_757.cif	9.12
model_4de3_760.cif	8.68
model_4de3_762.cif	6.85
model_4de3_764.cif	8.70
model_4de3_767.cif	9.04
model_4de3_769.cif	9.35
model_4de3_771.cif	4.28
model_4de3_780.cif	9.65
model_4de3_782.cif	4.31
model_4de3_783.cif	8.17
model_4de3_786.cif	8.77
model_4de3_788.cif	9.23
model_4de3_816.cif	7.45
model_4de3_853.cif	7.41
model_4de3_859.cif	9.34
model_4de3_860.cif	7.01
model_4de3_863.cif	9.25
model_4de3_873.cif	6.89
model_4de3_879.cif	5.74
model_4de3_891.cif	8.27
model_4de3_892.cif	8.29
model_4de3_919.cif	7.71
model_4de3_928.cif	8.67
model_4de3_94.cif	2.55
model_4de3_945.cif	5.81
model_4de3_946.cif	8.58
model_4de3_951.cif	9.35
model_4de3_959.cif	9.12
model_4de3_960.cif	5.99
model_4de3_ligand.cif	0.00
model_4djv_105.cif	1.84
model_4djv_136.cif	5.51
model_4djv_159.cif	5.17
model_4djv_164.cif	0.49
model_4djv_17.cif	5.88
model_4djv_175.cif	1.74
model_4djv_2.cif	6.30
model_4djv_21.cif	4.68
model_4djv_212.cif	0.43
model_4djv_29.cif	5.19
model_4djv_314.cif	1.09
model_4djv_33.cif	6.45
model_4djv_335.cif	0.61
model_4djv_336.cif	0.64
model_4djv_349.cif	0.40
model_4djv_380.cif	0.46
model_4djv_388.cif	0.56
model_4djv_399.cif	0.64
model_4djv_401.cif	1.36
model_4djv_402.cif	3.70
model_4djv_406.cif	3.34
model_4djv_412.cif	3.71
model_4djv_416.cif	4.71
model_4djv_421.cif	2.57
model_4djv_422.cif	2.77
model_4djv_427.cif	1.99
model_4djv_431.cif	3.52
model_4djv_433.cif	4.24
model_4djv_434.cif	3.17
model_4djv_436.cif	5.21
model_4djv_438.cif	3.61
model_4djv_446.cif	1.59
model_4djv_447.cif	2.69
model_4djv_452.cif	1.99
model_4djv_457.cif	4.64
model_4djv_467.cif	3.90
model_4djv_476.cif	2.98
model_4djv_483.cif	2.91
model_4djv_491.cif	2.56
model_4djv_492.cif	1.76
model_4djv_496.cif	1.93
model_4djv_497.cif	2.30
model_4djv_521.cif	7.51
model_4djv_533.cif	6.49
model_4djv_544.cif	4.98
model_4djv_546.cif	3.91
model_4djv_551.cif	4.76
model_4djv_557.cif	1.56
model_4djv_561.cif	5.45
model_4djv_563.cif	3.92
model_4djv_570.cif	6.12
model_4djv_58.cif	6.03
model_4djv_584.cif	8.09
model_4djv_590.cif	3.71
model_4djv_592.cif	6.13
model_4djv_607.cif	4.73
model_4djv_612.cif	7.17
model_4djv_615.cif	7.46
model_4djv_617.cif	5.48
model_4djv_637.cif	4.04
